metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,1284.013461,1.493039,1.079736,3.511449
evaporation,860,58.641707,0.068188,0.020364,1.193907
update,860,1.145176,0.001332,0.000573,0.049811
advance_total,860,1330.604826,1.547215,1.106312,4.705711
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,1482.266139,1.723565,1.189145,5.013746
mpi_halo_exchange,860,12.913194,0.015015,0.006620,1.384727
mpi_migration,860,901.215908,1.047925,0.519401,3.757184
mpi_food_allreduce,860,62.753908,0.072970,0.011756,1.190346
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,964.179775,1.121139,0.553813,4.414774

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
