metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1614,0.000000,0.000000,0.000000,0.000000
ants_advance,1614,1081.757739,0.670234,0.402803,5.298280
evaporation,1614,103.579791,0.064176,0.026154,3.111831
update,1614,2.484946,0.001540,0.000712,0.120027
advance_total,1614,1176.664621,0.729036,0.445297,5.373568
render,1614,0.000000,0.000000,0.000000,0.000000
blit,1614,0.000000,0.000000,0.000000,0.000000
iteration_total,1614,1278.859798,0.792354,0.474144,5.565893
mpi_halo_exchange,1614,29.597339,0.018338,0.007736,0.369056
mpi_migration,1614,462.682741,0.286668,0.052202,4.617859
mpi_food_allreduce,1614,34.982363,0.021674,0.000967,3.223483
mpi_render_comm,1614,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,1614,508.617801,0.315129,0.067292,4.658217

meta_key,meta_value
total_iterations,1614
measured_iterations,1614
final_food_quantity,1
first_food_iteration,1604
