metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,6588.466333,7.661007,6.041749,13.441626
evaporation,860,89.806982,0.104427,0.056235,0.237696
update,860,1.750114,0.002035,0.001327,0.015410
advance_total,860,6675.594817,7.762320,6.152877,13.535813
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,6768.399745,7.870232,6.223703,13.797257
mpi_halo_exchange,860,22.660043,0.026349,0.012610,0.513415
mpi_migration,860,715.334359,0.831784,0.035444,4.955897
mpi_food_allreduce,860,6.788272,0.007893,0.000606,0.145688
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,740.278398,0.860789,0.072447,4.984925

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,5
first_food_iteration,850
