metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1614,0.000000,0.000000,0.000000,0.000000
ants_advance,1614,907.579102,0.562317,0.353141,1.695545
evaporation,1614,132.317522,0.081981,0.023316,0.269234
update,1614,1.915900,0.001187,0.000473,0.050907
advance_total,1614,1024.132913,0.634531,0.382987,1.719989
render,1614,0.000000,0.000000,0.000000,0.000000
blit,1614,0.000000,0.000000,0.000000,0.000000
iteration_total,1614,1160.847200,0.719236,0.427529,2.166934
mpi_halo_exchange,1614,32.545314,0.020164,0.007775,0.190776
mpi_migration,1614,640.994979,0.397147,0.120367,1.872094
mpi_food_allreduce,1614,113.548665,0.070352,0.003145,0.933383
mpi_render_comm,1614,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,1614,769.705760,0.476893,0.168242,1.932395

meta_key,meta_value
total_iterations,1614
measured_iterations,1614
final_food_quantity,1
first_food_iteration,1604
