metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,2641.910230,3.071989,2.070123,4.871010
evaporation,860,72.982902,0.084864,0.020660,0.194325
update,860,0.960053,0.001116,0.000416,0.035483
advance_total,860,2700.712468,3.140363,2.133613,4.918222
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,2880.849992,3.349826,2.263252,5.102574
mpi_halo_exchange,860,22.331332,0.025967,0.014236,0.236475
mpi_migration,860,1722.425226,2.002820,0.833257,3.642308
mpi_food_allreduce,860,72.618955,0.084441,0.004705,0.249784
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,1803.973083,2.097643,0.851938,3.676606

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,5
first_food_iteration,850
