metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,6204.694775,7.214761,6.254257,15.697943
evaporation,860,119.258219,0.138672,0.090796,0.260543
update,860,3.772590,0.004387,0.003369,0.044848
advance_total,860,6327.725584,7.357820,6.356912,15.811919
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,6347.109107,7.380359,6.373912,15.835550
mpi_halo_exchange,860,9.330224,0.010849,0.008187,0.062425
mpi_migration,860,0.000000,0.000000,0.000000,0.000000
mpi_food_allreduce,860,0.952656,0.001108,0.000415,0.018677
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,10.282880,0.011957,0.008757,0.064075

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
