metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,3837.926303,4.462705,3.113326,9.975126
evaporation,860,53.932626,0.062712,0.032171,0.327958
update,860,1.139331,0.001325,0.000743,0.014750
advance_total,860,3887.854874,4.520761,3.148819,10.025407
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,3998.007505,4.648846,3.272028,10.167526
mpi_halo_exchange,860,19.206397,0.022333,0.010782,0.135068
mpi_migration,860,1255.445870,1.459821,0.175850,6.696867
mpi_food_allreduce,860,18.511202,0.021525,0.001297,0.280569
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,1282.808874,1.491638,0.214442,6.729864

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,5
first_food_iteration,850
