metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,0.000000,0.000000,0.000000,0.000000
ants_advance,2572,969.980305,0.377131,0.247629,1.179397
evaporation,2572,201.675202,0.078412,0.033949,1.121902
update,2572,3.396788,0.001321,0.000763,0.068731
advance_total,2572,1164.804191,0.452879,0.306038,2.106590
render,2572,0.000000,0.000000,0.000000,0.000000
blit,2572,0.000000,0.000000,0.000000,0.000000
iteration_total,2572,1250.988126,0.486387,0.333938,2.130843
mpi_halo_exchange,2572,31.460465,0.012232,0.007129,0.332562
mpi_migration,2572,356.946361,0.138782,0.009551,1.063255
mpi_food_allreduce,2572,21.554388,0.008380,0.000529,0.299175
mpi_render_comm,2572,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,2572,401.149175,0.155968,0.018566,1.084036

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
