metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1614,0.000000,0.000000,0.000000,0.000000
ants_advance,1614,1198.464335,0.742543,0.360600,2.168736
evaporation,1614,104.760171,0.064907,0.021229,0.506470
update,1614,1.982353,0.001228,0.000604,0.040948
advance_total,1614,1294.062247,0.801773,0.390616,2.259916
render,1614,0.000000,0.000000,0.000000,0.000000
blit,1614,0.000000,0.000000,0.000000,0.000000
iteration_total,1614,1411.313503,0.874420,0.423098,2.449191
mpi_halo_exchange,1614,34.103229,0.021130,0.007838,0.264894
mpi_migration,1614,684.628141,0.424181,0.060548,1.669003
mpi_food_allreduce,1614,55.730907,0.034530,0.001343,0.491496
mpi_render_comm,1614,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,1614,756.917008,0.468970,0.073143,1.787678

meta_key,meta_value
total_iterations,1614
measured_iterations,1614
final_food_quantity,1
first_food_iteration,1604
