metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,3087.203878,3.589772,2.298369,5.709445
evaporation,860,79.869317,0.092871,0.020092,1.107814
update,860,0.871628,0.001014,0.000512,0.021202
advance_total,860,3150.528078,3.663405,2.347235,5.756205
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,3339.927562,3.883637,2.463202,6.465672
mpi_halo_exchange,860,20.712704,0.024085,0.010636,1.545271
mpi_migration,860,1948.874637,2.266133,0.974088,4.729102
mpi_food_allreduce,860,73.604028,0.085586,0.008325,1.098358
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,2025.183042,2.354864,1.014370,4.779957

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,5
first_food_iteration,850
