metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,2503.118025,2.910602,2.060996,5.695288
evaporation,860,66.787257,0.077660,0.022574,0.197386
update,860,1.092077,0.001270,0.000557,0.023803
advance_total,860,2556.682961,2.972887,2.111202,5.709437
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,2760.517032,3.209904,2.262307,6.442918
mpi_halo_exchange,860,10.965073,0.012750,0.006974,0.156852
mpi_migration,860,1748.757189,2.033439,0.822132,4.631957
mpi_food_allreduce,860,68.686458,0.079868,0.009419,0.402748
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,1817.526178,2.113403,0.908666,4.652882

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,5
first_food_iteration,850
