metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,5015.985400,5.832541,4.117643,10.023410
evaporation,860,51.168274,0.059498,0.023649,0.183946
update,860,1.127388,0.001311,0.000550,0.030943
advance_total,860,5056.911084,5.880129,4.141291,10.074889
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,5365.713509,6.239202,4.315118,10.602302
mpi_halo_exchange,860,28.596778,0.033252,0.015748,0.887967
mpi_migration,860,3276.399311,3.809767,1.826372,7.230368
mpi_food_allreduce,860,53.168449,0.061824,0.005022,0.256935
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,3337.995554,3.881390,1.848885,7.309687

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,9
first_food_iteration,850
