metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,4158.788749,4.835801,2.813052,8.071556
evaporation,860,66.504640,0.077331,0.029298,0.350105
update,860,1.059731,0.001232,0.000622,0.021182
advance_total,860,4213.480305,4.899396,2.853245,8.101417
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,4371.855799,5.083553,2.914383,8.423874
mpi_halo_exchange,860,20.276532,0.023577,0.009698,0.140478
mpi_migration,860,2118.892175,2.463828,0.517190,6.111762
mpi_food_allreduce,860,41.591341,0.048362,0.001484,0.307590
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,2165.132352,2.517596,0.533781,6.134070

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,5
first_food_iteration,850
