metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,0.000000,0.000000,0.000000,0.000000
ants_advance,2572,613.774477,0.238637,0.170658,1.007237
evaporation,2572,118.663539,0.046137,0.025209,0.385919
update,2572,2.164834,0.000842,0.000532,0.016383
advance_total,2572,723.977528,0.281484,0.196534,1.059003
render,2572,0.000000,0.000000,0.000000,0.000000
blit,2572,0.000000,0.000000,0.000000,0.000000
iteration_total,2572,823.731523,0.320269,0.215214,2.302245
mpi_halo_exchange,2572,31.664623,0.012311,0.006156,0.279509
mpi_migration,2572,323.225819,0.125671,0.037329,0.914646
mpi_food_allreduce,2572,59.089130,0.022974,0.002098,0.475739
mpi_render_comm,2572,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,2572,397.901080,0.154705,0.059596,0.938378

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
