metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,3717.070290,4.322175,2.686221,6.522464
evaporation,860,91.500903,0.106396,0.024690,0.364994
update,860,0.945421,0.001099,0.000613,0.028348
advance_total,860,3792.408862,4.409778,2.778931,6.545300
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,3953.799906,4.597442,2.938815,6.685564
mpi_halo_exchange,860,18.891377,0.021967,0.010677,0.177081
mpi_migration,860,2226.299113,2.588720,0.689564,4.910144
mpi_food_allreduce,860,69.977623,0.081369,0.002970,0.347009
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,2294.246474,2.667728,0.706719,4.969736

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,5
first_food_iteration,850
