metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,7923.002696,9.212794,5.206834,18.184492
evaporation,860,69.869404,0.081243,0.029943,1.409575
update,860,1.261407,0.001467,0.000771,0.021215
advance_total,860,7979.407911,9.278381,5.238223,18.215728
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,8259.248685,9.603778,5.748794,22.917869
mpi_halo_exchange,860,21.915782,0.025483,0.010640,1.207441
mpi_migration,860,4110.594345,4.779761,0.778493,12.846104
mpi_food_allreduce,860,47.819301,0.055604,0.001728,1.784960
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,4155.339171,4.831790,0.797745,12.872079

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,9
first_food_iteration,850
