metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1056,0.000000,0.000000,0.000000,0.000000
ants_advance,1056,821.932025,0.778345,0.512643,2.700144
evaporation,1056,84.790109,0.080294,0.020283,0.193796
update,1056,1.330655,0.001260,0.000565,0.033804
advance_total,1056,892.171837,0.844860,0.529143,2.718800
render,1056,0.000000,0.000000,0.000000,0.000000
blit,1056,0.000000,0.000000,0.000000,0.000000
iteration_total,1056,1011.396812,0.957762,0.604011,2.948045
mpi_halo_exchange,1056,14.027957,0.013284,0.006051,0.801495
mpi_migration,1056,596.884107,0.565231,0.230413,2.482077
mpi_food_allreduce,1056,80.705488,0.076426,0.005089,0.176513
mpi_render_comm,1056,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,1056,682.463483,0.646272,0.243183,2.501719

meta_key,meta_value
total_iterations,1056
measured_iterations,1056
final_food_quantity,1
first_food_iteration,1046
