metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,13482.471688,15.677293,11.966696,32.069457
evaporation,860,89.161570,0.103676,0.062664,0.857917
update,860,2.131867,0.002479,0.001384,0.042107
advance_total,860,13565.745548,15.774123,12.078144,32.187226
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,13716.873233,15.949853,12.191030,33.847222
mpi_halo_exchange,860,16.594086,0.019295,0.010322,0.182031
mpi_migration,860,1416.488246,1.647079,0.118524,16.403640
mpi_food_allreduce,860,9.887561,0.011497,0.000796,0.635426
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,1436.018251,1.669789,0.137230,16.421156

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,9
first_food_iteration,850
