metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,3048.113274,3.544318,2.322363,5.881786
evaporation,860,81.320286,0.094558,0.024033,1.160535
update,860,1.050925,0.001222,0.000546,0.025036
advance_total,860,3113.914831,3.620831,2.401675,5.908701
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,3281.656464,3.815880,2.623212,8.572761
mpi_halo_exchange,860,11.068671,0.012871,0.006063,1.095215
mpi_migration,860,2146.051321,2.495409,0.867367,5.383755
mpi_food_allreduce,860,73.255757,0.085181,0.006050,0.251252
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,2215.863931,2.576586,0.907649,5.403278

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,5
first_food_iteration,850
