metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1614,0.000000,0.000000,0.000000,0.000000
ants_advance,1614,2938.288301,1.820501,1.542933,7.333928
evaporation,1614,231.701763,0.143557,0.090280,1.132856
update,1614,6.260569,0.003879,0.003097,0.045832
advance_total,1614,3176.250633,1.967937,1.650753,7.591986
render,1614,0.000000,0.000000,0.000000,0.000000
blit,1614,0.000000,0.000000,0.000000,0.000000
iteration_total,1614,3199.190707,1.982150,1.661500,7.608712
mpi_halo_exchange,1614,13.684030,0.008478,0.006821,0.060830
mpi_migration,1614,0.000000,0.000000,0.000000,0.000000
mpi_food_allreduce,1614,1.130711,0.000701,0.000093,0.019765
mpi_render_comm,1614,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,1614,14.814741,0.009179,0.007284,0.061302

meta_key,meta_value
total_iterations,1614
measured_iterations,1614
final_food_quantity,1
first_food_iteration,1604
