metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,9916.252792,11.530527,8.266373,23.402709
evaporation,860,66.589661,0.077430,0.045328,0.430459
update,860,1.645209,0.001913,0.000970,0.066476
advance_total,860,9973.422105,11.597002,8.340887,23.499150
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,10211.529852,11.873872,8.503722,23.674703
mpi_halo_exchange,860,18.546558,0.021566,0.010606,0.298605
mpi_migration,860,3109.774076,3.616016,0.406892,12.567121
mpi_food_allreduce,860,14.713550,0.017109,0.000896,0.329526
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,3133.476941,3.643578,0.424080,12.588312

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,9
first_food_iteration,850
