metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,1531.272553,1.780549,1.239000,5.136480
evaporation,860,59.739364,0.069464,0.020024,0.206179
update,860,1.079097,0.001255,0.000497,0.022578
advance_total,860,1579.326261,1.836426,1.257774,5.155074
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,1721.639802,2.001907,1.376578,6.052999
mpi_halo_exchange,860,21.529256,0.025034,0.013174,0.222174
mpi_migration,860,1090.937164,1.268532,0.599249,4.738204
mpi_food_allreduce,860,63.940923,0.074350,0.015880,0.491694
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,1160.661790,1.349607,0.650133,4.768517

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
