metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,0.000000,0.000000,0.000000,0.000000
ants_advance,2572,654.044087,0.254294,0.147161,1.646181
evaporation,2572,212.672429,0.082688,0.016308,0.528245
update,2572,2.188035,0.000851,0.000430,0.163773
advance_total,2572,838.015128,0.325822,0.167435,2.060769
render,2572,0.000000,0.000000,0.000000,0.000000
blit,2572,0.000000,0.000000,0.000000,0.000000
iteration_total,2572,975.250907,0.379180,0.199309,2.714172
mpi_halo_exchange,2572,40.125790,0.015601,0.007536,1.105233
mpi_migration,2572,407.761246,0.158539,0.048677,2.473115
mpi_food_allreduce,2572,164.813359,0.064080,0.001057,0.512162
mpi_render_comm,2572,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,2572,586.280816,0.227947,0.064529,2.495632

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
