metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1056,0.000000,0.000000,0.000000,0.000000
ants_advance,1056,861.358792,0.815681,0.575519,4.205030
evaporation,1056,89.041735,0.084320,0.020601,0.183823
update,1056,1.167961,0.001106,0.000355,0.094194
advance_total,1056,933.176732,0.883690,0.607084,4.217717
render,1056,0.000000,0.000000,0.000000,0.000000
blit,1056,0.000000,0.000000,0.000000,0.000000
iteration_total,1056,1044.271580,0.988894,0.691697,4.362215
mpi_halo_exchange,1056,24.484452,0.023186,0.013224,0.467435
mpi_migration,1056,556.456069,0.526947,0.233090,3.942510
mpi_food_allreduce,1056,82.673635,0.078289,0.006690,0.446359
mpi_render_comm,1056,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,1056,650.814690,0.616302,0.264134,4.009374

meta_key,meta_value
total_iterations,1056
measured_iterations,1056
final_food_quantity,1
first_food_iteration,1046
