metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,0.000000,0.000000,0.000000,0.000000
ants_advance,2572,2305.470860,0.896373,0.716833,8.042926
evaporation,2572,371.378251,0.144393,0.085568,0.677563
update,2572,9.804668,0.003812,0.003144,0.118294
advance_total,2572,2686.653779,1.044578,0.818734,8.326306
render,2572,0.000000,0.000000,0.000000,0.000000
blit,2572,0.000000,0.000000,0.000000,0.000000
iteration_total,2572,2716.859303,1.056322,0.827610,8.355227
mpi_halo_exchange,2572,20.291503,0.007889,0.006562,0.068440
mpi_migration,2572,0.000000,0.000000,0.000000,0.000000
mpi_food_allreduce,2572,1.139251,0.000443,0.000073,0.002933
mpi_render_comm,2572,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,2572,21.430754,0.008332,0.006961,0.069461

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
