metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1850,0.000000,0.000000,0.000000,0.000000
ants_advance,1850,1383.679000,0.747935,0.000000,6.410000
mpi_pheromone_sync,1850,13810.754000,7.465272,0.000000,45.029000
evaporation,1850,270.184000,0.146045,0.000000,6.105000
mpi_evaporation_sync,1850,14206.327000,7.679096,0.000000,42.723000
update,1850,4417.079000,2.387610,0.000000,8.303000
advance_total,1850,34088.023000,18.425958,8.772000,91.078000
mpi_food_sync,1850,927.237000,0.501209,0.000000,7.800000
mpi_gather,1850,246.787000,0.133398,0.000000,5.163000
render,1850,0.000000,0.000000,0.000000,0.000000
blit,1850,0.000000,0.000000,0.000000,0.000000
iteration_total,1850,35275.650000,19.067919,9.796000,93.088000

meta_key,meta_value
total_iterations,1850
measured_iterations,1850
final_food_quantity,3
first_food_iteration,1840
