iteration,food_quantity,event_poll_ms,ants_advance_ms,mpi_pheromone_sync_ms,evaporation_ms,mpi_evaporation_sync_ms,update_ms,advance_total_ms,mpi_food_sync_ms,mpi_gather_ms,render_ms,blit_ms,iteration_total_ms
1,0,0.000000,0.000000,10.755000,0.000000,7.569000,1.552000,19.876000,0.000000,0.000000,0.000000,0.000000,19.876000
2,0,0.000000,0.000000,7.409000,0.000000,9.901000,1.378000,18.688000,2.388000,0.000000,0.000000,0.000000,21.076000
3,0,0.000000,1.022000,6.997000,0.000000,10.114000,2.056000,20.189000,0.519000,0.000000,0.000000,0.000000,20.708000
4,0,0.000000,0.000000,6.775000,0.000000,10.580000,2.468000,19.823000,0.000000,0.000000,0.000000,0.000000,19.823000
5,0,0.000000,0.000000,8.281000,0.000000,7.364000,2.034000,17.679000,0.000000,0.000000,0.000000,0.000000,17.679000
6,0,0.000000,2.013000,8.343000,0.519000,11.029000,2.483000,24.387000,0.000000,0.000000,0.000000,0.000000,24.387000
7,0,0.000000,1.995000,10.974000,0.000000,10.764000,1.526000,25.259000,2.037000,0.000000,0.000000,0.000000,27.296000
8,0,0.000000,0.000000,9.311000,0.000000,9.798000,2.133000,21.242000,1.699000,0.000000,0.000000,0.000000,22.941000
9,0,0.000000,0.000000,9.811000,0.000000,10.165000,2.294000,22.270000,1.083000,0.000000,0.000000,0.000000,23.353000
10,0,0.000000,1.031000,7.640000,0.936000,6.575000,2.049000,18.231000,0.000000,0.000000,0.000000,0.000000,18.231000
11,0,0.000000,2.550000,8.797000,0.000000,10.048000,1.904000,23.299000,1.301000,0.000000,0.000000,0.000000,24.600000
12,0,0.000000,1.684000,6.770000,0.000000,11.690000,4.902000,25.046000,0.000000,0.000000,0.000000,0.000000,25.046000
13,0,0.000000,0.000000,9.506000,0.000000,8.591000,2.611000,20.708000,2.530000,0.000000,0.000000,0.000000,23.238000
14,0,0.000000,1.082000,8.788000,2.043000,9.065000,3.106000,24.084000,0.000000,0.000000,0.000000,0.000000,24.084000
15,0,0.000000,1.537000,10.545000,0.000000,8.350000,1.557000,21.989000,1.049000,0.000000,0.000000,0.000000,23.038000
16,0,0.000000,0.594000,8.160000,0.000000,5.613000,3.101000,17.468000,0.740000,0.000000,0.000000,0.000000,18.208000
17,0,0.000000,0.675000,4.603000,0.000000,4.621000,5.257000,15.156000,1.736000,0.756000,0.000000,0.000000,17.648000
18,0,0.000000,0.523000,5.601000,2.024000,10.595000,2.122000,20.865000,2.011000,0.000000,0.000000,0.000000,22.876000
19,0,0.000000,0.509000,9.535000,0.575000,7.920000,2.239000,20.778000,0.544000,0.000000,0.000000,0.000000,21.322000
20,0,0.000000,1.049000,7.195000,0.000000,6.651000,1.600000,16.495000,1.543000,0.000000,0.000000,0.000000,18.038000
21,0,0.000000,1.023000,5.873000,0.000000,6.893000,1.698000,15.487000,0.000000,0.000000,0.000000,0.000000,15.487000
22,0,0.000000,2.029000,5.979000,0.000000,6.215000,2.095000,16.318000,0.000000,0.000000,0.000000,0.000000,16.318000
23,0,0.000000,0.000000,8.089000,0.534000,4.750000,4.824000,18.197000,0.534000,0.000000,0.000000,0.000000,18.731000
24,0,0.000000,0.516000,6.703000,0.000000,4.561000,0.000000,11.780000,0.000000,0.000000,0.000000,0.000000,11.780000
25,0,0.000000,5.264000,6.022000,0.000000,6.436000,0.668000,18.390000,0.000000,2.545000,0.000000,0.000000,20.935000
26,0,0.000000,1.030000,5.995000,0.000000,5.812000,1.525000,14.362000,1.074000,0.000000,0.000000,0.000000,15.436000
27,0,0.000000,1.047000,6.398000,0.548000,5.695000,0.000000,13.688000,0.000000,0.000000,0.000000,0.000000,13.688000
28,0,0.000000,0.000000,10.043000,0.000000,7.941000,0.000000,17.984000,0.000000,0.000000,0.000000,0.000000,17.984000
29,0,0.000000,4.165000,7.094000,0.000000,6.842000,2.605000,20.706000,0.000000,0.000000,0.000000,0.000000,20.706000
30,0,0.000000,0.790000,5.980000,0.000000,5.812000,4.198000,16.780000,0.616000,0.000000,0.000000,0.000000,17.396000
31,0,0.000000,1.093000,7.079000,0.000000,6.998000,3.173000,18.343000,0.540000,0.000000,0.000000,0.000000,18.883000
32,0,0.000000,0.723000,2.583000,4.893000,7.353000,2.558000,18.110000,0.000000,0.000000,0.000000,0.000000,18.110000
33,0,0.000000,1.022000,6.729000,0.000000,7.654000,2.115000,17.520000,0.000000,0.000000,0.000000,0.000000,17.520000
34,0,0.000000,1.013000,4.742000,0.000000,8.492000,3.096000,17.343000,0.000000,0.000000,0.000000,0.000000,17.343000
35,0,0.000000,1.017000,6.183000,0.000000,7.084000,2.568000,16.852000,0.000000,0.000000,0.000000,0.000000,16.852000
36,0,0.000000,1.011000,6.277000,0.000000,5.181000,3.731000,16.200000,0.674000,0.000000,0.000000,0.000000,16.874000
37,0,0.000000,1.021000,6.022000,0.000000,6.473000,2.622000,16.138000,0.000000,0.000000,0.000000,0.000000,16.138000
38,0,0.000000,0.000000,7.171000,0.000000,7.721000,2.144000,17.036000,0.000000,0.000000,0.000000,0.000000,17.036000
39,0,0.000000,0.000000,4.096000,0.000000,8.394000,4.202000,16.692000,0.000000,0.000000,0.000000,0.000000,16.692000
40,0,0.000000,2.035000,5.111000,0.000000,8.101000,1.243000,16.490000,0.000000,0.000000,0.000000,0.000000,16.490000
41,0,0.000000,0.000000,7.097000,0.000000,5.746000,3.357000,16.200000,0.000000,0.000000,0.000000,0.000000,16.200000
42,0,0.000000,1.021000,5.766000,0.000000,6.221000,3.015000,16.023000,0.000000,0.000000,0.000000,0.000000,16.023000
43,0,0.000000,0.527000,5.320000,0.000000,7.560000,2.161000,15.568000,0.000000,0.000000,0.000000,0.000000,15.568000
44,0,0.000000,0.000000,7.145000,0.000000,6.716000,1.189000,15.050000,1.538000,0.000000,0.000000,0.000000,16.588000
45,0,0.000000,0.000000,5.757000,0.000000,7.724000,1.744000,15.225000,0.000000,0.000000,0.000000,0.000000,15.225000
46,0,0.000000,0.000000,6.801000,1.542000,7.923000,2.084000,18.350000,0.745000,0.508000,0.000000,0.000000,19.603000
47,0,0.000000,0.000000,0.000000,0.000000,12.180000,0.000000,12.180000,0.000000,0.000000,0.000000,0.000000,12.180000
48,0,0.000000,0.000000,5.697000,0.000000,5.543000,3.124000,14.364000,0.000000,0.570000,0.000000,0.000000,14.934000
49,0,0.000000,0.000000,3.872000,2.551000,5.471000,2.783000,14.677000,0.000000,0.823000,0.000000,0.000000,15.500000
50,0,0.000000,1.040000,3.628000,0.000000,6.911000,3.774000,15.353000,0.385000,0.000000,0.000000,0.000000,15.738000
51,0,0.000000,0.589000,5.322000,0.000000,4.095000,0.000000,10.006000,0.000000,0.000000,0.000000,0.000000,10.006000
52,0,0.000000,5.111000,6.901000,0.532000,5.042000,1.646000,19.232000,0.000000,0.000000,0.000000,0.000000,19.232000
53,0,0.000000,2.504000,7.378000,0.000000,6.036000,1.033000,16.951000,1.549000,0.000000,0.000000,0.000000,18.500000
54,0,0.000000,1.021000,6.877000,0.000000,6.211000,0.000000,14.109000,3.510000,0.000000,0.000000,0.000000,17.619000
55,0,0.000000,1.238000,6.532000,0.000000,5.380000,2.051000,15.201000,1.563000,0.000000,0.000000,0.000000,16.764000
56,0,0.000000,0.524000,7.274000,0.000000,5.941000,2.712000,16.451000,1.428000,0.000000,0.000000,0.000000,17.879000
57,0,0.000000,0.627000,5.438000,1.516000,3.231000,4.991000,15.803000,0.000000,0.000000,0.000000,0.000000,15.803000
58,0,0.000000,0.922000,5.954000,0.000000,6.448000,2.598000,15.922000,0.000000,0.000000,0.000000,0.000000,15.922000
59,0,0.000000,0.698000,6.019000,0.000000,6.072000,3.828000,16.617000,0.000000,0.000000,0.000000,0.000000,16.617000
60,0,0.000000,1.018000,7.214000,0.000000,7.568000,1.843000,17.643000,1.024000,1.015000,0.000000,0.000000,19.682000
61,0,0.000000,1.005000,8.951000,0.000000,6.705000,2.935000,19.596000,0.000000,1.012000,0.000000,0.000000,20.608000
62,0,0.000000,1.006000,6.196000,0.000000,9.168000,1.776000,18.146000,0.000000,0.000000,0.000000,0.000000,18.146000
63,0,0.000000,0.000000,6.058000,0.000000,7.244000,2.536000,15.838000,0.000000,0.000000,0.000000,0.000000,15.838000
64,0,0.000000,0.511000,6.662000,0.000000,6.833000,3.004000,17.010000,0.000000,0.000000,0.000000,0.000000,17.010000
65,0,0.000000,0.000000,7.601000,1.001000,6.064000,2.075000,16.741000,1.015000,0.000000,0.000000,0.000000,17.756000
66,0,0.000000,1.003000,6.315000,0.000000,6.989000,3.111000,17.418000,0.000000,0.000000,0.000000,0.000000,17.418000
67,0,0.000000,0.597000,7.176000,0.000000,9.231000,0.524000,17.528000,1.551000,1.013000,0.000000,0.000000,20.092000
68,0,0.000000,0.508000,7.569000,0.000000,5.764000,2.981000,16.822000,0.000000,0.000000,0.000000,0.000000,16.822000
69,0,0.000000,0.000000,6.796000,0.512000,5.699000,2.216000,15.223000,0.575000,0.530000,0.000000,0.000000,16.328000
70,0,0.000000,1.241000,6.054000,0.566000,5.986000,3.099000,16.946000,0.000000,0.000000,0.000000,0.000000,16.946000
71,0,0.000000,1.005000,7.609000,0.000000,6.544000,2.422000,17.580000,1.001000,0.000000,0.000000,0.000000,18.581000
72,0,0.000000,0.510000,7.170000,0.000000,6.633000,3.053000,17.366000,0.000000,0.528000,0.000000,0.000000,17.894000
73,0,0.000000,0.532000,6.766000,0.000000,6.136000,2.535000,15.969000,0.989000,0.000000,0.000000,0.000000,16.958000
74,0,0.000000,0.000000,7.681000,0.000000,7.060000,2.196000,16.937000,0.909000,0.000000,0.000000,0.000000,17.846000
75,0,0.000000,1.023000,8.298000,0.000000,8.036000,3.122000,20.479000,0.000000,0.000000,0.000000,0.000000,20.479000
76,0,0.000000,0.000000,7.156000,0.000000,10.495000,3.011000,20.662000,0.000000,0.000000,0.000000,0.000000,20.662000
77,0,0.000000,0.997000,6.309000,1.519000,7.778000,1.549000,18.152000,0.000000,1.564000,0.000000,0.000000,19.716000
78,0,0.000000,0.531000,9.057000,0.000000,5.614000,3.969000,19.171000,0.984000,0.000000,0.000000,0.000000,20.155000
79,0,0.000000,0.000000,7.242000,0.000000,9.747000,1.013000,18.002000,0.997000,0.512000,0.000000,0.000000,19.511000
80,0,0.000000,0.528000,6.217000,1.010000,6.225000,1.561000,15.541000,1.618000,0.000000,0.000000,0.000000,17.159000
81,0,0.000000,0.000000,6.539000,0.000000,6.062000,2.529000,15.130000,0.516000,0.000000,0.000000,0.000000,15.646000
82,0,0.000000,1.522000,5.297000,0.000000,6.061000,3.309000,16.189000,0.000000,0.000000,0.000000,0.000000,16.189000
83,0,0.000000,0.523000,6.075000,0.000000,7.468000,2.575000,16.641000,0.000000,0.512000,0.000000,0.000000,17.153000
84,0,0.000000,1.015000,5.717000,0.000000,6.243000,1.012000,13.987000,0.991000,0.000000,0.000000,0.000000,14.978000
85,0,0.000000,0.511000,5.504000,1.003000,6.250000,1.532000,14.800000,0.994000,0.000000,0.000000,0.000000,15.794000
86,0,0.000000,1.005000,6.114000,0.000000,6.361000,2.060000,15.540000,0.000000,1.566000,0.000000,0.000000,17.106000
87,0,0.000000,0.629000,5.545000,0.000000,5.251000,2.019000,13.444000,1.993000,0.000000,0.000000,0.000000,15.437000
88,0,0.000000,0.608000,6.126000,0.000000,6.547000,3.097000,16.378000,0.000000,0.000000,0.000000,0.000000,16.378000
89,0,0.000000,1.012000,5.527000,0.000000,7.758000,2.058000,16.355000,0.525000,0.000000,0.000000,0.000000,16.880000
90,0,0.000000,0.000000,7.066000,0.000000,6.581000,2.696000,16.343000,0.000000,0.000000,0.000000,0.000000,16.343000
91,0,0.000000,1.517000,6.119000,0.000000,7.067000,2.540000,17.243000,0.000000,0.000000,0.000000,0.000000,17.243000
92,0,0.000000,1.513000,6.143000,0.000000,6.267000,2.355000,16.278000,0.000000,0.000000,0.000000,0.000000,16.278000
93,0,0.000000,1.550000,6.129000,1.521000,6.531000,2.529000,18.260000,1.039000,0.520000,0.000000,0.000000,19.819000
