iteration,food_quantity,event_poll_ms,ants_advance_ms,mpi_pheromone_sync_ms,evaporation_ms,mpi_evaporation_sync_ms,update_ms,advance_total_ms,mpi_food_sync_ms,mpi_gather_ms,render_ms,blit_ms,iteration_total_ms
1,0,0.000000,18.102000,0.000000,0.000000,0.000000,0.000000,18.102000,0.000000,0.000000,0.000000,0.000000,18.102000
2,0,0.000000,20.449000,0.000000,1.545000,0.000000,0.000000,21.994000,0.000000,0.000000,0.000000,0.000000,21.994000
3,0,0.000000,23.375000,0.000000,3.340000,0.000000,1.146000,27.861000,0.000000,0.648000,0.000000,0.000000,28.509000
4,0,0.000000,29.859000,0.000000,0.000000,0.000000,1.663000,31.522000,0.000000,0.640000,0.000000,0.000000,32.162000
5,0,0.000000,19.637000,0.000000,0.900000,0.000000,0.000000,20.537000,0.000000,1.249000,0.000000,0.000000,21.786000
6,0,0.000000,16.905000,0.000000,0.000000,0.000000,0.000000,16.905000,0.000000,0.000000,0.000000,0.000000,16.905000
7,0,0.000000,22.876000,0.000000,0.000000,0.000000,0.000000,22.876000,0.000000,0.000000,0.000000,0.000000,22.876000
8,0,0.000000,22.059000,0.000000,0.000000,0.000000,0.000000,22.059000,0.000000,0.000000,0.000000,0.000000,22.059000
9,0,0.000000,19.839000,0.000000,0.000000,0.000000,0.000000,19.839000,0.000000,2.950000,0.000000,0.000000,22.789000
10,0,0.000000,23.108000,0.000000,0.000000,0.000000,0.000000,23.108000,0.000000,0.000000,0.000000,0.000000,23.108000
11,0,0.000000,21.127000,0.507000,0.000000,0.000000,0.000000,21.634000,0.000000,0.000000,0.000000,0.000000,21.634000
12,0,0.000000,18.737000,0.000000,1.508000,0.000000,0.521000,20.766000,0.000000,0.000000,0.000000,0.000000,20.766000
13,0,0.000000,19.181000,0.000000,0.000000,0.000000,0.000000,19.181000,0.000000,0.000000,0.000000,0.000000,19.181000
14,0,0.000000,27.973000,0.000000,2.108000,1.349000,2.314000,33.744000,0.000000,0.000000,0.000000,0.000000,33.744000
15,0,0.000000,21.190000,0.000000,1.000000,0.000000,0.000000,22.190000,0.000000,0.000000,0.000000,0.000000,22.190000
16,0,0.000000,19.998000,0.000000,0.615000,0.000000,0.527000,21.140000,0.000000,0.000000,0.000000,0.000000,21.140000
17,0,0.000000,21.175000,0.000000,0.000000,0.000000,0.000000,21.175000,0.000000,1.521000,0.000000,0.000000,22.696000
18,0,0.000000,20.310000,0.554000,0.000000,0.541000,0.000000,21.405000,0.000000,0.516000,0.000000,0.000000,21.921000
19,0,0.000000,18.724000,0.000000,1.000000,0.000000,0.000000,19.724000,0.000000,0.000000,0.000000,0.000000,19.724000
20,0,0.000000,20.367000,0.000000,0.000000,0.000000,0.000000,20.367000,0.000000,0.000000,0.000000,0.000000,20.367000
21,0,0.000000,19.026000,0.000000,0.000000,0.000000,1.009000,20.035000,0.000000,0.498000,0.000000,0.000000,20.533000
22,0,0.000000,25.564000,0.000000,0.000000,0.000000,4.021000,29.585000,0.000000,0.000000,0.000000,0.000000,29.585000
23,0,0.000000,20.774000,0.000000,1.022000,0.000000,0.570000,22.366000,0.000000,0.000000,0.000000,0.000000,22.366000
24,0,0.000000,21.627000,0.000000,2.090000,0.000000,0.000000,23.717000,0.000000,0.000000,0.000000,0.000000,23.717000
25,0,0.000000,20.119000,0.000000,0.000000,0.000000,0.000000,20.119000,0.000000,0.000000,0.000000,0.000000,20.119000
26,0,0.000000,22.454000,0.000000,0.519000,0.000000,0.000000,22.973000,0.000000,0.000000,0.000000,0.000000,22.973000
27,0,0.000000,24.800000,0.000000,1.002000,0.000000,0.510000,26.312000,0.000000,0.000000,0.000000,0.000000,26.312000
28,0,0.000000,16.815000,0.000000,0.000000,0.000000,2.011000,18.826000,0.000000,0.000000,0.000000,0.000000,18.826000
29,0,0.000000,15.827000,0.000000,0.000000,0.000000,0.000000,15.827000,0.000000,2.032000,0.000000,0.000000,17.859000
30,0,0.000000,13.314000,0.000000,2.013000,0.000000,0.000000,15.327000,0.000000,0.519000,0.000000,0.000000,15.846000
31,0,0.000000,12.933000,0.000000,0.000000,0.000000,0.000000,12.933000,0.000000,0.000000,0.000000,0.000000,12.933000
32,0,0.000000,11.641000,0.000000,0.000000,0.000000,0.000000,11.641000,0.000000,1.039000,0.000000,0.000000,12.680000
33,0,0.000000,10.268000,0.000000,0.000000,0.000000,0.000000,10.268000,0.000000,0.000000,0.000000,0.000000,10.268000
34,0,0.000000,13.325000,0.000000,0.000000,0.000000,0.000000,13.325000,0.000000,0.000000,0.000000,0.000000,13.325000
35,0,0.000000,14.210000,0.000000,0.000000,0.000000,0.000000,14.210000,0.000000,1.009000,0.000000,0.000000,15.219000
36,0,0.000000,11.321000,0.000000,0.000000,0.528000,0.000000,11.849000,0.000000,0.524000,0.000000,0.000000,12.373000
37,0,0.000000,10.606000,0.000000,0.000000,0.000000,1.003000,11.609000,0.000000,0.000000,0.000000,0.000000,11.609000
38,0,0.000000,10.775000,0.000000,1.021000,0.000000,0.000000,11.796000,0.000000,0.000000,0.000000,0.000000,11.796000
39,0,0.000000,10.302000,0.000000,0.000000,0.000000,1.014000,11.316000,0.000000,0.000000,0.000000,0.000000,11.316000
40,0,0.000000,11.422000,0.000000,1.000000,0.000000,1.063000,13.485000,0.000000,0.572000,0.000000,0.000000,14.057000
41,0,0.000000,13.557000,0.000000,1.202000,0.000000,0.730000,15.489000,0.000000,0.000000,0.000000,0.000000,15.489000
42,0,0.000000,12.426000,0.000000,1.294000,0.550000,0.000000,14.270000,0.000000,1.556000,0.000000,0.000000,15.826000
43,0,0.000000,16.829000,0.000000,0.605000,0.000000,0.000000,17.434000,0.000000,0.000000,0.000000,0.000000,17.434000
44,0,0.000000,11.316000,0.000000,0.924000,0.000000,0.000000,12.240000,0.000000,0.000000,0.000000,0.000000,12.240000
45,0,0.000000,11.475000,0.000000,1.004000,0.000000,0.000000,12.479000,0.000000,0.000000,0.000000,0.000000,12.479000
46,0,0.000000,11.398000,0.000000,0.000000,0.000000,0.000000,11.398000,0.000000,1.009000,0.000000,0.000000,12.407000
47,0,0.000000,9.044000,0.000000,1.109000,0.000000,0.000000,10.153000,0.000000,0.000000,0.000000,0.000000,10.153000
48,0,0.000000,10.095000,0.000000,0.000000,0.000000,0.000000,10.095000,0.000000,0.000000,0.000000,0.000000,10.095000
49,0,0.000000,9.298000,0.000000,0.000000,0.000000,0.000000,9.298000,0.000000,0.000000,0.000000,0.000000,9.298000
50,0,0.000000,10.424000,0.000000,0.000000,0.000000,0.800000,11.224000,0.000000,0.000000,0.000000,0.000000,11.224000
51,0,0.000000,9.634000,0.000000,0.000000,0.000000,0.000000,9.634000,0.000000,1.090000,0.000000,0.000000,10.724000
52,0,0.000000,9.816000,0.000000,0.000000,0.000000,0.000000,9.816000,0.000000,1.054000,0.000000,0.000000,10.870000
53,0,0.000000,9.813000,0.000000,0.000000,0.000000,0.780000,10.593000,0.000000,0.000000,0.000000,0.000000,10.593000
54,0,0.000000,9.416000,0.000000,0.000000,0.000000,1.547000,10.963000,0.000000,0.000000,0.000000,0.000000,10.963000
55,0,0.000000,9.719000,0.000000,0.000000,0.000000,0.000000,9.719000,0.000000,1.561000,0.000000,0.000000,11.280000
56,0,0.000000,9.848000,0.000000,0.606000,0.000000,0.000000,10.454000,0.000000,0.000000,0.000000,0.000000,10.454000
57,0,0.000000,10.924000,0.000000,0.000000,0.000000,0.000000,10.924000,0.000000,0.000000,0.000000,0.000000,10.924000
58,0,0.000000,10.020000,0.000000,0.000000,0.000000,0.535000,10.555000,0.000000,0.000000,0.000000,0.000000,10.555000
59,0,0.000000,9.803000,0.000000,0.513000,0.000000,0.000000,10.316000,0.000000,0.000000,0.000000,0.000000,10.316000
60,0,0.000000,10.209000,0.000000,0.000000,0.000000,1.000000,11.209000,0.000000,0.000000,0.000000,0.000000,11.209000
61,0,0.000000,10.288000,0.000000,0.000000,0.000000,0.000000,10.288000,0.000000,1.032000,0.000000,0.000000,11.320000
62,0,0.000000,11.336000,0.000000,0.000000,0.000000,0.000000,11.336000,0.000000,0.000000,0.000000,0.000000,11.336000
63,0,0.000000,9.382000,1.561000,0.000000,0.000000,0.000000,10.943000,0.000000,0.000000,0.000000,0.000000,10.943000
64,0,0.000000,10.287000,0.000000,0.000000,0.000000,0.000000,10.287000,0.000000,1.102000,0.000000,0.000000,11.389000
65,0,0.000000,9.679000,0.000000,0.000000,0.000000,0.000000,9.679000,0.000000,0.000000,0.000000,0.000000,9.679000
66,0,0.000000,10.584000,0.000000,0.000000,0.000000,0.600000,11.184000,0.000000,0.000000,0.000000,0.000000,11.184000
