iteration,food_quantity,event_poll_ms,ants_advance_ms,mpi_pheromone_sync_ms,evaporation_ms,mpi_evaporation_sync_ms,update_ms,advance_total_ms,mpi_food_sync_ms,mpi_gather_ms,render_ms,blit_ms,iteration_total_ms
1,0,0.000000,4.070000,0.000000,1.569000,0.000000,0.000000,5.639000,0.000000,0.000000,0.000000,0.000000,5.639000
2,0,0.000000,1.503000,0.000000,0.000000,0.000000,0.000000,1.503000,0.000000,0.000000,0.000000,0.000000,1.503000
3,0,0.000000,0.000000,3.578000,0.000000,0.000000,0.000000,3.578000,0.000000,0.000000,0.000000,0.000000,3.578000
4,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0,0.000000,4.078000,0.000000,0.000000,0.000000,0.000000,4.078000,0.000000,0.000000,0.000000,0.000000,4.078000
6,0,0.000000,1.916000,0.000000,0.000000,0.000000,1.055000,2.971000,0.000000,0.000000,0.000000,0.000000,2.971000
7,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9,0,0.000000,5.756000,0.000000,0.000000,0.000000,1.240000,6.996000,0.000000,0.000000,0.000000,0.000000,6.996000
10,0,0.000000,0.657000,0.000000,0.000000,0.000000,0.000000,0.657000,0.000000,0.000000,0.000000,0.000000,0.657000
11,0,0.000000,3.360000,0.000000,0.000000,0.000000,0.000000,3.360000,0.000000,0.000000,0.000000,0.000000,3.360000
12,0,0.000000,2.172000,0.000000,0.000000,0.000000,0.000000,2.172000,0.000000,0.000000,0.000000,0.000000,2.172000
13,0,0.000000,2.011000,1.009000,0.000000,0.000000,0.000000,3.020000,0.000000,0.000000,0.000000,0.000000,3.020000
14,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15,0,0.000000,3.296000,0.000000,0.000000,0.000000,1.509000,4.805000,0.000000,0.000000,0.000000,0.000000,4.805000
16,0,0.000000,1.754000,0.000000,0.000000,0.000000,0.000000,1.754000,0.000000,0.000000,0.000000,0.000000,1.754000
17,0,0.000000,1.606000,0.000000,0.000000,0.000000,0.000000,1.606000,0.000000,0.000000,0.000000,0.000000,1.606000
18,0,0.000000,3.286000,0.000000,0.000000,0.000000,0.000000,3.286000,0.000000,0.000000,0.000000,0.000000,3.286000
19,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,0,0.000000,3.582000,0.000000,0.000000,0.000000,0.000000,3.582000,0.000000,0.000000,0.000000,0.000000,3.582000
21,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,0,0.000000,5.191000,0.000000,0.588000,0.000000,0.000000,5.779000,0.000000,0.000000,0.000000,0.000000,5.779000
23,0,0.000000,1.677000,0.000000,0.000000,0.000000,0.000000,1.677000,0.000000,0.000000,0.000000,0.000000,1.677000
24,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,0,0.000000,3.431000,0.000000,0.000000,0.000000,0.000000,3.431000,0.000000,0.000000,0.000000,0.000000,3.431000
26,0,0.000000,0.000000,0.000000,3.618000,0.000000,0.000000,3.618000,0.000000,0.000000,0.000000,0.000000,3.618000
27,0,0.000000,0.000000,0.000000,2.069000,0.000000,0.000000,2.069000,0.000000,0.000000,0.000000,0.000000,2.069000
28,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29,0,0.000000,0.000000,0.000000,0.000000,4.675000,0.000000,4.675000,0.000000,0.000000,0.000000,0.000000,4.675000
30,0,0.000000,2.154000,0.000000,0.000000,0.000000,0.000000,2.154000,0.000000,0.000000,0.000000,0.000000,2.154000
31,0,0.000000,1.162000,0.000000,0.000000,0.000000,0.000000,1.162000,0.000000,0.000000,0.000000,0.000000,1.162000
32,0,0.000000,2.633000,0.000000,0.621000,0.000000,0.000000,3.254000,0.000000,0.000000,0.000000,0.000000,3.254000
33,0,0.000000,0.930000,0.000000,0.000000,0.000000,0.000000,0.930000,0.000000,0.000000,0.000000,0.000000,0.930000
34,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35,0,0.000000,4.612000,0.000000,0.000000,0.000000,0.000000,4.612000,0.000000,0.000000,0.000000,0.000000,4.612000
36,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37,0,0.000000,0.000000,0.000000,0.000000,0.000000,5.194000,5.194000,0.000000,0.000000,0.000000,0.000000,5.194000
38,0,0.000000,0.977000,0.000000,1.295000,0.000000,0.000000,2.272000,0.000000,0.000000,0.000000,0.000000,2.272000
39,0,0.000000,1.124000,0.000000,0.000000,0.000000,1.594000,2.718000,0.000000,0.000000,0.000000,0.000000,2.718000
40,0,0.000000,1.123000,0.000000,0.000000,0.000000,0.000000,1.123000,0.000000,0.000000,0.000000,0.000000,1.123000
41,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42,0,0.000000,4.586000,0.000000,0.000000,0.000000,0.000000,4.586000,0.000000,0.000000,0.000000,0.000000,4.586000
43,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
44,0,0.000000,4.298000,0.000000,0.000000,0.000000,1.076000,5.374000,0.000000,0.000000,0.000000,0.000000,5.374000
45,0,0.000000,1.730000,0.000000,0.437000,0.000000,0.000000,2.167000,0.000000,0.000000,0.000000,0.000000,2.167000
46,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
47,0,0.000000,3.450000,0.000000,0.000000,0.000000,0.000000,3.450000,0.000000,0.000000,0.000000,0.000000,3.450000
48,0,0.000000,0.000000,0.000000,0.000000,0.000000,3.547000,3.547000,0.000000,0.000000,0.000000,0.000000,3.547000
49,0,0.000000,1.038000,0.000000,0.000000,0.000000,1.032000,2.070000,0.000000,0.000000,0.000000,0.000000,2.070000
50,0,0.000000,0.322000,0.000000,0.000000,0.000000,0.000000,0.322000,0.000000,0.000000,0.000000,0.000000,0.322000
51,0,0.000000,2.012000,0.000000,0.000000,0.000000,0.000000,2.012000,0.000000,0.000000,0.000000,0.000000,2.012000
52,0,0.000000,2.014000,0.000000,0.000000,0.000000,0.000000,2.014000,0.000000,0.000000,0.000000,0.000000,2.014000
53,0,0.000000,0.957000,0.000000,0.000000,0.000000,0.000000,0.957000,0.000000,0.000000,0.000000,0.000000,0.957000
54,0,0.000000,1.805000,0.000000,0.000000,0.000000,0.000000,1.805000,0.000000,0.000000,0.000000,0.000000,1.805000
55,0,0.000000,2.603000,0.000000,0.577000,0.000000,0.000000,3.180000,0.000000,0.000000,0.000000,0.000000,3.180000
56,0,0.000000,0.374000,0.000000,0.000000,0.000000,0.000000,0.374000,0.000000,0.000000,0.000000,0.000000,0.374000
57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
58,0,0.000000,4.571000,0.000000,0.000000,0.000000,0.000000,4.571000,0.000000,0.000000,0.000000,0.000000,4.571000
59,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
60,0,0.000000,0.000000,0.000000,4.293000,0.000000,0.000000,4.293000,0.000000,0.000000,0.000000,0.000000,4.293000
61,0,0.000000,1.796000,0.000000,0.000000,0.000000,0.000000,1.796000,0.000000,0.000000,0.000000,0.000000,1.796000
62,0,0.000000,2.517000,0.000000,0.000000,0.000000,0.000000,2.517000,0.000000,0.000000,0.000000,0.000000,2.517000
63,0,0.000000,1.573000,0.000000,0.000000,0.000000,1.045000,2.618000,0.000000,0.000000,0.000000,0.000000,2.618000
64,0,0.000000,0.551000,0.000000,0.000000,0.000000,0.000000,0.551000,0.000000,0.000000,0.000000,0.000000,0.551000
65,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66,0,0.000000,4.057000,0.000000,0.000000,0.000000,0.000000,4.057000,0.000000,0.000000,0.000000,0.000000,4.057000
67,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
68,0,0.000000,4.537000,0.000000,0.000000,0.000000,0.529000,5.066000,0.000000,0.000000,0.000000,0.000000,5.066000
69,0,0.000000,1.347000,0.000000,0.000000,0.000000,0.000000,1.347000,0.000000,0.000000,0.000000,0.000000,1.347000
70,0,0.000000,2.049000,0.000000,0.000000,0.000000,0.000000,2.049000,0.000000,0.000000,0.000000,0.000000,2.049000
