iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms,mpi_halo_exchange_ms,mpi_migration_ms,mpi_food_allreduce_ms,mpi_render_comm_ms,mpi_total_comm_ms
1,0,3.743352,15.233591,0.162149,0.002542,15.290672,125.055762,15.468381,189.079583,0.234185,10.022528,0.004632,171.130922,174.508618
2,0,0.065881,15.221169,0.198062,0.003699,15.326118,55.305089,5.878869,90.229531,0.120623,8.280211,0.003444,72.663482,80.758675
3,0,0.117768,10.968525,0.110389,0.009227,11.012935,48.947493,6.112370,75.826655,0.257938,4.040385,0.002244,63.651573,64.781624
4,0,0.165816,18.152238,0.163579,0.003158,18.239655,46.140755,1.159458,74.554487,0.125415,11.282433,0.001979,55.114447,61.341603
5,0,0.022118,9.310221,0.112981,0.002317,9.353983,41.192878,16.953022,76.164492,0.114102,2.942723,0.001986,66.260234,67.985615
6,0,0.038165,12.934025,0.095801,0.002945,13.015822,36.508426,1.177236,58.792326,0.214066,8.167615,0.001822,45.114616,46.865494
7,0,0.017253,10.793381,0.128703,0.003422,10.874822,37.934878,3.829226,60.868776,0.299816,6.132237,0.002167,48.839097,52.894883
8,0,0.017746,12.873184,0.129190,0.002413,12.963296,40.523644,14.092651,76.287425,0.071200,7.172005,0.001591,62.417786,66.245910
9,0,0.038263,11.283304,0.101841,0.002735,11.354184,42.830513,13.104316,76.807269,0.101059,4.538817,0.002336,64.174462,64.948606
10,0,0.158182,12.707730,0.185737,0.002771,12.896238,48.291372,4.016480,74.209382,0.108374,6.915401,0.002848,60.390316,61.850878
11,0,0.049886,10.511960,0.086380,0.002598,10.578481,50.623035,6.000370,76.462681,0.092525,3.374927,0.001761,65.305776,67.029758
12,0,0.058183,12.025810,0.121578,0.002883,12.098842,38.790097,0.962391,59.711708,0.109759,5.643024,0.002648,47.123084,49.883512
13,0,0.387177,9.677117,0.062094,0.001378,9.705337,43.486199,16.599231,76.117980,0.075341,5.116524,0.002635,65.649545,68.032295
14,0,0.033072,11.522606,0.096456,0.002714,11.555035,45.274254,7.102965,74.654224,0.091924,5.874597,0.002183,62.253940,63.200565
15,0,0.026481,10.970852,0.121099,0.003317,11.023957,45.635337,8.836449,76.342951,0.171163,5.472972,0.002302,64.513504,66.160380
16,0,0.027559,11.285710,0.152381,0.002864,11.348177,47.389502,7.411329,74.963583,0.110832,6.223891,0.001470,62.725700,69.061893
17,0,1.364425,13.423431,0.091303,0.002072,13.480255,43.661225,8.509865,74.001325,0.771154,7.187888,0.022171,59.121129,59.753249
18,0,0.028524,12.868476,0.117202,0.002766,12.939373,40.921819,10.064543,74.869591,0.099906,7.404235,0.002393,61.196785,68.040847
19,0,0.030890,11.759500,0.106070,0.002156,11.867726,47.206302,10.469602,76.225178,0.098807,5.135875,0.001647,63.614397,67.914059
20,0,0.032601,12.285929,0.095475,0.002591,12.339609,35.945175,2.024934,59.272795,0.100174,5.338797,0.002455,46.399429,50.179130
21,0,0.021680,10.207623,0.149914,0.002714,10.269326,38.195150,5.756467,60.922625,0.148548,3.863116,0.001907,49.806302,51.887985
22,0,0.021628,10.482845,0.120450,0.002973,10.554158,48.291729,8.243822,76.553314,0.087238,5.380360,0.001840,65.151578,67.865086
23,0,0.029645,11.809994,0.103763,0.002630,11.855554,40.309675,15.832642,76.637640,0.266033,7.520490,0.002512,63.249992,65.477653
24,0,0.037131,13.479148,0.082636,0.002330,13.525808,51.931180,1.522952,73.762953,0.117070,7.462447,0.001783,59.713817,60.337965
25,0,0.013616,11.577781,0.088661,0.002161,11.614968,42.306188,14.990456,77.353848,0.099953,7.138717,0.001501,65.153867,69.283418
26,0,0.027569,11.610032,0.122804,0.002281,11.670197,43.085446,11.868738,74.581997,0.098647,5.157616,0.002544,62.207186,66.432163
27,0,0.036353,12.368438,0.119500,0.002630,12.444466,47.713150,5.830411,75.584706,0.107429,6.810083,0.001749,62.432310,63.802766
28,0,0.042671,13.088838,0.124578,0.002350,13.165988,43.940535,10.969927,76.365490,0.123551,6.658275,0.001513,62.424531,68.617236
29,0,0.037797,11.618916,0.100532,0.002210,11.684218,48.499799,4.416504,74.746786,0.921320,6.055224,0.002672,61.770213,63.271825
30,0,0.273931,10.652382,0.196322,0.008803,10.796699,48.675405,7.272785,75.463441,1.178799,3.974022,0.001860,63.139706,68.294387
31,0,0.052370,9.705840,0.103493,0.002170,9.787328,48.427335,6.866486,74.769691,0.088708,2.942667,0.002547,64.590730,65.160346
32,0,0.046070,10.472928,0.075928,0.002065,10.524408,42.369203,13.029830,75.531448,0.091472,3.605393,0.004539,64.343892,67.911361
33,0,0.030595,10.314259,0.124544,0.002573,10.385900,43.512400,12.289884,75.113224,0.094689,4.064092,0.002650,63.400034,64.996556
34,0,0.059197,11.719753,0.130335,0.002256,11.782832,41.355967,14.097880,77.093275,0.093176,6.964807,0.002986,64.752443,65.344386
35,0,0.043312,11.247323,0.080706,0.001941,11.290141,45.310747,11.918552,75.680724,0.082156,4.091370,0.001859,63.307077,64.158627
36,0,0.027039,9.940607,0.065906,0.003161,10.008331,46.770513,9.189550,74.774609,0.097133,3.296545,0.001913,64.295601,64.662421
37,0,0.029198,15.387924,0.150483,0.009006,15.459663,41.879646,8.078039,75.771777,0.106308,6.319898,0.002419,59.951092,62.464710
38,0,0.023579,11.607705,0.101719,0.002436,11.675243,42.947399,12.242782,75.431911,0.164076,6.040677,0.001743,62.845627,67.993062
39,0,0.609504,10.219581,0.065660,0.002784,10.267063,43.289998,12.943533,75.091372,0.125596,5.378259,0.002917,64.366310,65.759495
40,0,0.029187,12.601486,0.141456,0.002950,12.683252,42.360735,12.856858,75.522243,0.285276,7.652110,0.001341,61.683422,66.940557
41,0,0.032789,11.254903,0.096054,0.002078,11.316747,39.416804,15.798471,76.478780,0.316042,8.598751,0.004245,62.853094,65.650418
42,0,0.029966,11.628999,0.051425,0.001772,11.671895,48.553775,7.909354,75.083823,0.114997,5.154602,0.001403,63.011805,63.215609
43,0,0.031593,11.026108,0.085706,0.002415,11.068819,48.987576,4.721808,74.492654,0.094386,5.531948,0.003927,62.832108,64.413812
44,0,0.032970,11.075705,0.209604,0.007179,11.124967,55.459411,0.928747,74.980839,0.101950,4.953922,0.001353,63.019191,66.401152
45,0,0.528084,9.971231,0.099336,0.001737,10.042878,45.499258,11.084459,76.081245,0.088487,3.906805,0.001734,65.422191,68.396880
46,0,0.071103,10.391936,0.142820,0.002333,10.486393,44.146680,11.036969,75.216730,0.105454,3.653276,0.002316,64.113947,67.433131
47,0,0.039978,11.552653,0.071237,0.003157,11.608540,44.109794,10.773865,76.371981,0.103614,5.756347,0.003115,63.844748,65.604887
48,0,0.642214,10.692237,0.068737,0.002167,10.762361,45.353729,10.490196,75.021673,0.103498,4.472313,0.002296,63.792496,68.025292
49,0,0.060172,9.917266,0.078023,0.001927,9.972666,42.868219,16.014168,75.232527,0.106093,3.687202,0.001847,64.635876,67.740079
