metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,25.010998,0.029083,0.006436,2.594706
ants_advance,860,14662.857281,17.049834,8.119010,31.545559
evaporation,860,188.333679,0.218993,0.106139,3.949099
update,860,6.170205,0.007175,0.003889,0.210001
advance_total,860,14857.361165,17.276001,8.237349,32.320947
render,860,26637.555906,30.973902,6.491895,99.676195
blit,860,6727.338604,7.822487,0.381175,16.947914
iteration_total,860,50640.123640,58.883865,29.105278,136.315393
mpi_halo_exchange,860,54.454022,0.063319,0.036413,1.077289
mpi_migration,860,0.000000,0.000000,0.000000,0.000000
mpi_food_allreduce,860,1.603144,0.001864,0.000940,0.041253
mpi_render_comm,860,1428.798780,1.661394,1.154568,14.018684
mpi_total_comm,860,1484.855946,1.726577,1.200882,14.105074

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
