metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,20.426233,0.023751,0.007202,1.317536
ants_advance,860,15391.240818,17.896792,7.073319,44.223857
evaporation,860,129.272551,0.150317,0.044603,0.790373
update,860,4.692241,0.005456,0.000933,0.182639
advance_total,860,15478.325857,17.998053,7.121581,44.334836
render,860,42862.086863,49.839636,15.263014,109.344757
blit,860,7576.226595,8.809566,0.473534,16.837569
iteration_total,860,72390.757876,84.175300,42.752959,138.411686
mpi_halo_exchange,860,105.857082,0.123090,0.048682,1.401450
mpi_migration,860,7399.079562,8.603581,0.907450,33.905769
mpi_food_allreduce,860,1.534313,0.001784,0.000607,0.071014
mpi_render_comm,860,56463.548437,65.655289,24.379587,123.881007
mpi_total_comm,860,61694.944387,71.738307,27.845152,127.080365

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,9
first_food_iteration,850
