metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,61.008938,0.023720,0.006898,1.962792
ants_advance,2572,4115.083318,1.599955,0.769412,6.681199
evaporation,2572,411.058907,0.159821,0.094031,1.214876
update,2572,10.908795,0.004241,0.001658,0.153844
advance_total,2572,4511.747648,1.754179,0.867965,6.795272
render,2572,30300.091776,11.780751,3.015231,40.261936
blit,2572,36289.799251,14.109564,0.467676,16.931964
iteration_total,2572,78422.329876,30.490797,14.722097,62.562372
mpi_halo_exchange,2572,212.430461,0.082593,0.038027,2.526877
mpi_migration,2572,1294.185055,0.503182,0.015826,5.510875
mpi_food_allreduce,2572,3.030373,0.001178,0.000343,0.035096
mpi_render_comm,2572,73592.941787,28.613119,12.706852,60.316627
mpi_total_comm,2572,74715.323138,29.049504,12.881907,61.007321

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
