metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,28.151501,0.032734,0.008570,4.283863
ants_advance,860,11557.076389,13.438461,9.426433,24.881185
evaporation,860,127.427518,0.148172,0.065354,0.726799
update,860,4.242946,0.004934,0.001288,0.186012
advance_total,860,11625.496028,13.518019,9.491892,25.040220
render,860,47455.109213,55.180360,23.266227,121.667316
blit,860,7326.058218,8.518672,0.535039,16.937120
iteration_total,860,74232.432775,86.316782,56.403692,178.796653
mpi_halo_exchange,860,129.319771,0.150372,0.055449,2.356465
mpi_migration,860,5753.541018,6.690164,1.947239,14.044632
mpi_food_allreduce,860,2.160068,0.002512,0.000803,0.051686
mpi_render_comm,860,61931.542116,72.013421,38.755367,151.844888
mpi_total_comm,860,64874.152290,75.435061,40.235849,158.033380

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,9
first_food_iteration,850
