metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,23.481639,0.027304,0.006629,5.385536
ants_advance,860,5304.235772,6.167716,2.379676,13.126287
evaporation,860,110.129775,0.128058,0.041144,1.592758
update,860,3.929754,0.004569,0.000988,0.316630
advance_total,860,5393.012103,6.270944,2.417082,13.236171
render,860,27521.213489,32.001411,6.406029,106.640391
blit,860,7468.353262,8.684132,0.442039,16.808194
iteration_total,860,44004.609074,51.168150,27.702751,122.353442
mpi_halo_exchange,860,110.418589,0.128394,0.052701,5.305919
mpi_migration,860,3262.849374,3.794011,0.367254,10.919152
mpi_food_allreduce,860,1.432449,0.001666,0.000476,0.285140
mpi_render_comm,860,38375.640872,44.622838,18.733140,115.968632
mpi_total_comm,860,40476.267308,47.065427,20.933607,120.096903

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
