metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,22.955696,0.026693,0.006521,1.942921
ants_advance,860,12638.913218,14.696411,8.920959,32.201372
evaporation,860,157.949401,0.183662,0.130064,0.768639
update,860,4.954711,0.005761,0.003875,0.160947
advance_total,860,12801.817330,14.885834,9.068591,32.477671
render,860,22116.190090,25.716500,7.384686,71.439439
blit,860,6830.028019,7.941893,0.375763,16.752807
iteration_total,860,44479.351473,51.720176,28.044120,106.379602
mpi_halo_exchange,860,47.863766,0.055656,0.037937,0.535853
mpi_migration,860,0.000000,0.000000,0.000000,0.000000
mpi_food_allreduce,860,1.509416,0.001755,0.001170,0.015692
mpi_render_comm,860,31612.536274,36.758763,12.236372,90.963396
mpi_total_comm,860,31661.909456,36.816174,12.282558,91.107025

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
