metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,18.599883,0.021628,0.006659,1.912308
ants_advance,860,4125.509296,4.797104,2.504814,10.823468
evaporation,860,87.257026,0.101462,0.044963,0.424790
update,860,2.955306,0.003436,0.001071,0.113376
advance_total,860,4195.402692,4.878375,2.571820,10.931402
render,860,27293.450914,31.736571,6.209677,110.050333
blit,860,7671.152971,8.919945,0.378345,17.193227
iteration_total,860,42644.594688,49.586738,28.659694,133.302656
mpi_halo_exchange,860,86.172167,0.100200,0.042469,3.235578
mpi_migration,860,2623.334683,3.050389,0.793155,9.277398
mpi_food_allreduce,860,1.177633,0.001369,0.000504,0.027896
mpi_render_comm,860,38223.366117,44.445775,20.106221,128.636706
mpi_total_comm,860,39135.168398,45.506010,21.453198,128.713525

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
