metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,21.013183,0.024434,0.007880,1.654576
ants_advance,860,2769.584920,3.220448,1.870633,6.934552
evaporation,860,66.075682,0.076832,0.038829,0.811701
update,860,2.196366,0.002554,0.000865,0.081944
advance_total,860,2822.062249,3.281468,1.909402,7.335353
render,860,29542.543804,34.351795,6.235309,124.342417
blit,860,7929.051034,9.219827,0.504673,16.911285
iteration_total,860,43943.127424,51.096660,28.054049,136.242406
mpi_halo_exchange,860,86.871660,0.101014,0.045624,6.511834
mpi_migration,860,2007.944487,2.334819,0.575458,15.850117
mpi_food_allreduce,860,1.266864,0.001473,0.000555,0.049202
mpi_render_comm,860,40825.881040,47.471955,21.214155,132.435195
mpi_total_comm,860,41684.126059,48.469914,24.362580,133.813619

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
