metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,18.027665,0.020962,0.006329,1.370010
ants_advance,860,16716.909823,19.438267,9.233603,33.421976
evaporation,860,124.823185,0.145143,0.049608,0.621457
update,860,4.306861,0.005008,0.001247,0.207596
advance_total,860,16798.124628,19.532703,9.300963,33.542203
render,860,37751.487150,43.897078,15.880839,117.122789
blit,860,7352.456201,8.549368,0.320254,16.922666
iteration_total,860,67177.091732,78.112897,41.612881,160.979324
mpi_halo_exchange,860,84.503174,0.098260,0.041907,1.624033
mpi_migration,860,7673.095829,8.922204,0.510031,23.993141
mpi_food_allreduce,860,1.252167,0.001456,0.000601,0.018346
mpi_render_comm,860,49968.532902,58.102945,23.993479,133.038732
mpi_total_comm,860,54121.439072,62.931906,24.194139,141.874106

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,9
first_food_iteration,850
