metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,66.083825,0.025694,0.006228,1.398873
ants_advance,2572,2245.564637,0.873081,0.432850,3.930930
evaporation,2572,325.279087,0.126469,0.049838,0.892543
update,2572,8.753181,0.003403,0.000998,0.218815
advance_total,2572,2525.118053,0.981772,0.495980,4.331511
render,2572,33715.106363,13.108517,4.863125,36.586201
blit,2572,33365.412773,12.972556,0.333449,17.201897
iteration_total,2572,79270.682104,30.820638,13.005040,50.574641
mpi_halo_exchange,2572,282.872050,0.109981,0.042549,4.050464
mpi_migration,2572,1525.793682,0.593232,0.130604,4.532640
mpi_food_allreduce,2572,3.977343,0.001546,0.000327,0.085892
mpi_render_comm,2572,76248.988749,29.645797,11.933662,48.930802
mpi_total_comm,2572,77134.202873,29.989970,12.045669,49.401374

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
