metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,20.422653,0.023747,0.005845,1.492922
ants_advance,860,44870.870359,52.175431,29.542795,88.036458
evaporation,860,185.571545,0.215781,0.124500,2.439488
update,860,5.657139,0.006578,0.003876,0.149094
advance_total,860,45062.099043,52.397790,29.678350,88.372879
render,860,42456.255777,49.367739,20.333009,95.938295
blit,860,7265.209029,8.447917,0.394906,16.921104
iteration_total,860,98397.140181,114.415279,74.145085,180.528010
mpi_halo_exchange,860,50.520741,0.058745,0.035946,0.451262
mpi_migration,860,0.000000,0.000000,0.000000,0.000000
mpi_food_allreduce,860,1.608186,0.001870,0.001146,0.027234
mpi_render_comm,860,2119.476936,2.464508,1.683000,10.137288
mpi_total_comm,860,2171.605863,2.525123,1.739681,10.304999

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,9
first_food_iteration,850
