metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,18.290697,0.021268,0.006673,0.966255
ants_advance,860,39121.866834,45.490543,27.541574,94.765885
evaporation,860,215.331886,0.250386,0.128304,1.480532
update,860,6.094016,0.007086,0.004072,0.096418
advance_total,860,39343.292736,45.748015,27.696970,94.961529
render,860,41479.579292,48.232069,21.206326,100.783406
blit,860,7272.046518,8.455868,0.341067,16.997533
iteration_total,860,93556.648011,108.786800,59.224265,167.630861
mpi_halo_exchange,860,50.469638,0.058686,0.034672,0.870721
mpi_migration,860,0.000000,0.000000,0.000000,0.000000
mpi_food_allreduce,860,2.126119,0.002472,0.001282,0.021556
mpi_render_comm,860,54139.920882,62.953396,27.756762,121.191978
mpi_total_comm,860,54192.516639,63.014554,27.798898,121.235666

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,9
first_food_iteration,850
