metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,19.336620,0.022484,0.006685,3.845814
ants_advance,860,19518.828134,22.696312,14.075161,48.062605
evaporation,860,132.997047,0.154648,0.068772,2.927933
update,860,3.614831,0.004203,0.001740,0.070631
advance_total,860,19617.486180,22.811030,14.171854,48.278555
render,860,32950.770768,38.314850,16.739202,120.317226
blit,860,7379.674497,8.581017,0.373135,16.647906
iteration_total,860,64971.208068,75.547916,42.729701,163.513532
mpi_halo_exchange,860,84.463481,0.098213,0.049782,1.564955
mpi_migration,860,3907.597539,4.543718,0.137783,25.625142
mpi_food_allreduce,860,1.391516,0.001618,0.000625,0.015855
mpi_render_comm,860,45056.028308,52.390731,23.100882,140.336506
mpi_total_comm,860,47779.069651,55.557058,24.465803,140.524499

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,9
first_food_iteration,850
