metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,66.074206,0.025690,0.007010,2.082913
ants_advance,2572,2730.476516,1.061616,0.493274,5.369617
evaporation,2572,350.384321,0.136230,0.055970,3.184282
update,2572,9.481223,0.003686,0.000962,0.403915
advance_total,2572,3034.359047,1.179766,0.562347,5.792270
render,2572,33954.242057,13.201494,3.937165,35.841073
blit,2572,33577.033243,13.054834,0.431068,17.011520
iteration_total,2572,79300.946246,30.832405,15.368371,52.614695
mpi_halo_exchange,2572,263.900836,0.102605,0.040518,3.866660
mpi_migration,2572,1789.113324,0.695612,0.098113,6.889755
mpi_food_allreduce,2572,4.014326,0.001561,0.000387,0.181069
mpi_render_comm,2572,75817.126419,29.477887,12.671544,51.291886
mpi_total_comm,2572,76787.062772,29.855001,13.096229,52.010149

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
