iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms,mpi_halo_exchange_ms,mpi_migration_ms,mpi_food_allreduce_ms,mpi_render_comm_ms,mpi_total_comm_ms
1,0,5.385536,7.945644,0.157984,0.003643,8.073033,34.118012,15.878693,77.583293,4.270710,8.930117,0.001625,64.041324,73.674722
2,0,0.023114,5.793387,0.102354,0.001645,5.897386,10.126350,11.114677,30.800351,0.118027,2.341946,0.001279,24.615607,26.653209
3,0,0.022913,4.383646,0.120051,0.002739,4.446054,9.703766,12.116666,30.219002,0.071955,2.069196,0.000750,25.490200,27.632101
4,0,0.024120,2.955166,0.079741,0.002929,3.008778,10.718185,12.664014,29.879066,0.085422,0.753089,0.001484,26.705601,27.545378
5,0,0.023147,4.685991,0.075051,0.001861,4.762903,7.857493,14.699070,30.636060,0.100619,1.245840,0.001222,25.547509,26.857778
6,0,0.024855,4.549595,0.127820,0.003199,4.678594,11.802518,9.949999,30.368766,0.055296,2.006739,0.001109,25.333934,27.397078
7,0,0.024968,5.796057,0.117110,0.002136,5.845580,11.890137,7.560728,29.480515,0.105800,2.751156,0.001348,23.246095,25.160298
8,0,0.022676,3.276363,0.083346,0.004291,3.352437,10.384845,13.811714,31.019330,0.062542,0.985842,0.000932,27.450115,28.499362
9,0,0.025764,7.039668,0.128549,0.003382,7.102428,9.467295,8.959102,29.937808,0.094736,5.687378,0.001409,21.607781,27.389609
10,0,0.023297,4.162557,0.101702,0.001833,4.231922,6.554886,16.542208,30.581646,0.056826,1.778362,0.001102,26.191195,27.481537
11,0,0.024618,5.352976,0.134566,0.002358,5.402199,6.818208,14.059320,29.714778,0.058719,2.518501,0.001159,24.134815,24.289302
12,0,0.020457,5.217320,0.142424,0.002232,5.270266,7.627703,13.747763,29.890659,0.089194,2.542320,0.000847,24.376141,27.008502
