metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,69.091493,0.026863,0.007033,2.207529
ants_advance,2572,2471.226685,0.960819,0.424590,6.188906
evaporation,2572,349.117198,0.135738,0.059252,3.921055
update,2572,7.980857,0.003103,0.001050,0.081455
advance_total,2572,2773.216409,1.078233,0.505189,6.554587
render,2572,33762.574800,13.126973,4.878034,34.947367
blit,2572,33977.920414,13.210700,0.425152,17.126432
iteration_total,2572,79048.799765,30.734370,13.327527,63.543981
mpi_halo_exchange,2572,281.130409,0.109304,0.038789,5.909538
mpi_migration,2572,1750.443761,0.680577,0.109362,6.804078
mpi_food_allreduce,2572,3.289984,0.001279,0.000344,0.087478
mpi_render_comm,2572,75814.503290,29.476868,12.123455,62.394851
mpi_total_comm,2572,76965.554355,29.924399,12.354304,62.913887

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
