metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,74.302368,0.028889,0.008642,3.944854
ants_advance,2572,1655.867104,0.643805,0.309819,9.666762
evaporation,2572,271.969184,0.105742,0.042294,1.927369
update,2572,8.225173,0.003198,0.001062,0.456208
advance_total,2572,1873.681003,0.728492,0.379657,9.718417
render,2572,36727.333656,14.279679,4.319767,46.149051
blit,2572,32702.755893,12.714913,0.504247,20.677563
iteration_total,2572,81566.195442,31.713140,15.570787,136.983156
mpi_halo_exchange,2572,553.779213,0.215311,0.040248,15.862889
mpi_migration,2572,2033.856700,0.790769,0.151749,62.125704
mpi_food_allreduce,2572,12.313328,0.004787,0.000408,7.472841
mpi_render_comm,2572,78151.401445,30.385459,11.743890,82.059952
mpi_total_comm,2572,79497.188304,30.908705,14.353165,93.281387

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
