metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,27.008658,0.031405,0.010787,2.724765
ants_advance,860,7410.954550,8.617389,6.331032,16.006670
evaporation,860,85.665657,0.099611,0.052967,0.724167
update,860,2.921309,0.003397,0.001383,0.065964
advance_total,860,7469.953767,8.685993,6.400665,16.109515
render,860,57817.746752,67.229938,27.350589,164.446694
blit,860,7109.443350,8.266795,0.687462,16.582676
iteration_total,860,80471.122091,93.571072,58.276426,196.897439
mpi_halo_exchange,860,108.322364,0.125956,0.057916,3.507182
mpi_migration,860,3704.000484,4.306977,1.251762,13.841370
mpi_food_allreduce,860,2.753135,0.003201,0.001134,0.058557
mpi_render_comm,860,72438.916039,84.231298,46.353014,185.094580
mpi_total_comm,860,73999.707154,86.046171,49.595997,185.584944

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,9
first_food_iteration,850
