metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,70.558409,0.027433,0.006053,1.629010
ants_advance,2572,7269.018091,2.826212,1.451024,7.709632
evaporation,2572,675.269072,0.262546,0.163511,3.795025
update,2572,20.462421,0.007956,0.003904,0.079668
advance_total,2572,7964.749584,3.096714,1.640673,8.114566
render,2572,33987.569672,13.214452,5.327446,68.780085
blit,2572,30582.538044,11.890567,0.592049,17.006302
iteration_total,2572,79031.516502,30.727650,16.580913,104.888678
mpi_halo_exchange,2572,99.474748,0.038676,0.022604,0.376079
mpi_migration,2572,0.000000,0.000000,0.000000,0.000000
mpi_food_allreduce,2572,5.114837,0.001989,0.000990,0.038648
mpi_render_comm,2572,3990.813141,1.551638,0.969697,13.633239
mpi_total_comm,2572,4095.402726,1.592303,0.997154,13.713503

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
