metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,70.678696,0.027480,0.006814,2.084898
ants_advance,2572,1716.573122,0.667408,0.308523,5.676395
evaporation,2572,288.743817,0.112264,0.042357,2.395412
update,2572,9.895279,0.003847,0.001001,0.160159
advance_total,2572,1955.117952,0.760155,0.360929,5.861905
render,2572,38167.903226,14.839776,4.995697,49.688433
blit,2572,31213.309548,12.135812,0.427009,17.330189
iteration_total,2572,82968.000677,32.258165,14.460988,122.193579
mpi_halo_exchange,2572,500.093110,0.194437,0.045306,19.265652
mpi_migration,2572,1622.066549,0.630664,0.134829,44.885733
mpi_food_allreduce,2572,5.695394,0.002214,0.000485,0.891899
mpi_render_comm,2572,79838.249957,31.041310,13.561849,77.574046
mpi_total_comm,2572,80868.145797,31.441736,13.912851,91.684437

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
