metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,29.366571,0.034147,0.010210,4.883706
ants_advance,860,8103.098113,9.422207,7.448863,17.796745
evaporation,860,89.831259,0.104455,0.049891,1.700652
update,860,2.931598,0.003409,0.001260,0.179019
advance_total,860,8163.136327,9.492019,7.481074,17.865099
render,860,54469.834880,63.337017,26.245062,129.651147
blit,860,7199.204705,8.371168,0.544236,16.910618
iteration_total,860,77725.268202,90.378219,45.398638,158.714862
mpi_halo_exchange,860,104.907260,0.121985,0.043135,6.775509
mpi_migration,860,4166.044085,4.844237,1.449267,13.857432
mpi_food_allreduce,860,2.969531,0.003453,0.001153,0.256196
mpi_render_comm,860,68996.684229,80.228703,35.514544,143.621035
mpi_total_comm,860,71461.466369,83.094728,38.923211,148.635318

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,9
first_food_iteration,850
