metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,66.599316,0.025894,0.006639,0.846122
ants_advance,2572,2020.838930,0.785707,0.393060,6.155844
evaporation,2572,320.211099,0.124499,0.049993,3.474810
update,2572,8.741696,0.003399,0.000913,0.510909
advance_total,2572,2288.553754,0.889795,0.453295,6.276419
render,2572,33884.311672,13.174305,4.961901,39.652618
blit,2572,34324.424898,13.345422,0.401832,16.939457
iteration_total,2572,79746.390922,31.005595,15.663482,74.374451
mpi_halo_exchange,2572,309.575427,0.120364,0.038841,7.260853
mpi_migration,2572,1602.336326,0.622992,0.155953,47.251696
mpi_food_allreduce,2572,4.293626,0.001669,0.000419,0.314839
mpi_render_comm,2572,76820.757615,29.868102,12.579465,59.038894
mpi_total_comm,2572,77927.358502,30.298351,14.801821,69.961222

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
