metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,25.697429,0.029881,0.012268,1.227457
ants_advance,860,6535.509287,7.599429,5.572201,22.842422
evaporation,860,92.190500,0.107198,0.040481,5.520591
update,860,3.843227,0.004469,0.001626,0.205480
advance_total,860,6587.500883,7.659885,5.632122,22.949975
render,860,62820.680647,73.047303,32.358138,155.439664
blit,860,7310.425374,8.500495,0.673604,16.777669
iteration_total,860,85469.326173,99.382937,58.419671,197.057002
mpi_halo_exchange,860,180.485736,0.209867,0.070403,7.445436
mpi_migration,860,3034.494636,3.528482,1.288465,25.236696
mpi_food_allreduce,860,2.931323,0.003409,0.001328,0.174281
mpi_render_comm,860,78093.678307,90.806603,47.379009,175.723829
mpi_total_comm,860,78885.917774,91.727811,47.851872,179.371432

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,9
first_food_iteration,850
