iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms,mpi_halo_exchange_ms,mpi_migration_ms,mpi_food_allreduce_ms,mpi_render_comm_ms,mpi_total_comm_ms
1,0,2.601917,0.778595,0.107011,0.001338,0.886493,23.503060,15.671734,50.622893,0.116825,0.759357,0.001168,49.282850,49.595705
2,0,0.022885,0.666291,0.387692,0.030200,0.941154,9.154612,15.643005,30.337015,0.118911,1.383873,0.001218,28.284044,29.669502
3,0,0.030017,0.663374,0.132769,0.002021,0.781380,9.573392,15.561757,30.400700,0.080275,0.536287,0.002684,29.287416,29.688718
4,0,0.492461,0.781160,0.072139,0.001655,0.852835,9.951551,15.673784,30.237005,0.075705,0.432795,0.001498,29.176782,29.494884
5,0,0.066181,0.661701,0.125695,0.002051,0.780968,11.436958,15.567512,30.662527,0.103510,0.542756,0.000918,29.608218,30.148122
6,0,0.060115,0.585213,0.093726,0.001694,0.675456,10.630703,15.582843,29.953989,0.054597,0.417712,0.000816,29.174042,29.485374
7,0,0.021685,0.537808,0.078342,0.002267,0.595659,10.851433,15.619062,30.706076,0.079773,0.401292,0.002152,29.982489,30.239235
8,0,0.055454,0.544210,0.105952,0.002273,0.651521,10.411301,15.707059,30.150033,0.178703,0.499173,0.001058,29.214127,29.536666
9,0,0.055200,0.524098,0.077375,0.033577,0.588458,9.939525,15.620486,30.725815,0.048134,0.525168,0.001142,29.374600,29.806296
10,0,0.076681,0.673364,0.059124,0.001695,0.718794,9.915788,15.646058,30.041052,0.052522,0.480768,0.001433,29.168886,29.481825
11,0,0.040405,0.769734,0.074649,0.001596,0.842923,9.741405,15.877849,31.380662,0.320408,0.828571,0.000910,30.002893,30.595614
12,0,0.048895,0.581006,0.107197,0.002007,0.627465,10.512963,15.641748,30.165771,0.184925,0.408457,0.001813,29.293098,29.623222
13,0,0.056607,0.880393,0.146412,0.001806,0.949582,8.269088,15.529407,29.772910,0.179608,2.097745,0.001193,26.758171,28.902676
14,0,0.055614,0.466240,0.069348,0.001577,0.531441,11.865142,15.529788,30.742929,0.065488,0.374762,0.001518,30.010663,30.378718
15,0,0.039409,0.540413,0.097604,0.001864,0.590905,5.379788,8.670639,30.323049,1.987247,5.778329,0.002084,19.630167,24.442581
16,0,0.040127,0.511179,0.063608,0.001567,0.557628,10.307037,16.596229,31.085237,0.122476,0.481591,0.002382,30.221565,30.371837
17,0,0.066827,0.467163,0.065453,0.002000,0.526176,10.192474,15.611521,30.013719,0.054936,0.313243,0.001256,29.318837,29.470243
18,0,0.079849,0.757505,0.284769,0.006110,0.810429,10.541635,13.686433,29.861441,0.320858,0.650048,0.001680,28.737039,28.929305
19,0,0.023385,0.460884,0.055429,0.001537,0.517850,9.929783,15.907413,30.642893,0.091392,0.237735,0.001364,30.013296,30.297967
20,0,0.023118,0.591861,0.076799,0.002132,0.657750,10.313262,15.676779,29.321708,0.059321,0.283426,0.001303,28.534538,28.831223
21,0,0.022010,0.791773,0.347300,0.002595,1.141668,9.878833,15.806414,30.493123,0.176215,1.072592,0.001820,29.025092,29.840984
22,0,0.053380,0.583298,0.082342,0.001707,0.637654,11.491284,15.104317,30.337831,0.061468,0.343208,0.000977,29.576474,29.864075
23,0,0.022693,1.284377,0.154519,0.002454,1.342352,8.917796,16.710785,31.793648,0.197655,1.280654,0.001247,30.156298,31.478473
24,0,0.168473,1.020463,0.070009,0.001937,1.079413,9.165012,15.645088,29.102446,0.458467,1.071251,0.001020,27.508803,28.180280
25,0,0.558940,0.454798,0.081013,0.001810,0.536852,9.205436,15.718822,29.874758,0.486940,0.508380,0.000975,28.986399,29.345836
