iteration,food_quantity,event_poll_ms,ants_advance_ms,mpi_pheromone_sync_ms,evaporation_ms,mpi_evaporation_sync_ms,update_ms,advance_total_ms,mpi_food_sync_ms,mpi_gather_ms,render_ms,blit_ms,iteration_total_ms
1,0,0.000000,6.922000,24.782000,0.000000,8.229000,2.013000,41.946000,0.000000,0.507000,0.000000,0.000000,43.965000
2,0,0.000000,4.038000,10.922000,0.000000,6.887000,2.125000,23.972000,0.000000,1.007000,0.000000,0.000000,24.979000
3,0,0.000000,8.120000,7.781000,0.000000,9.733000,1.016000,26.650000,0.000000,0.992000,0.000000,0.000000,27.642000
4,0,0.000000,4.555000,11.640000,0.000000,8.544000,2.039000,26.778000,0.000000,0.518000,0.000000,0.000000,27.296000
5,0,0.000000,5.747000,9.194000,0.000000,9.366000,2.022000,26.329000,0.000000,0.521000,0.000000,0.000000,26.850000
6,0,0.000000,6.067000,8.536000,0.000000,9.623000,2.043000,26.269000,0.000000,0.000000,0.000000,0.000000,26.269000
7,0,0.000000,3.523000,12.097000,0.000000,7.578000,2.005000,25.203000,0.996000,0.000000,0.000000,0.000000,26.199000
8,0,0.000000,6.087000,9.704000,0.000000,8.083000,2.022000,25.896000,0.000000,0.995000,0.000000,0.000000,26.891000
9,0,0.000000,6.645000,8.902000,0.000000,10.073000,2.271000,27.891000,0.000000,0.000000,0.000000,0.000000,27.891000
10,0,0.000000,4.053000,10.838000,0.000000,9.663000,2.102000,26.656000,0.000000,0.517000,0.000000,0.000000,27.173000
11,0,0.000000,6.384000,8.149000,0.000000,7.929000,2.537000,24.999000,0.699000,0.000000,0.000000,0.000000,25.698000
12,0,0.000000,7.779000,9.400000,0.000000,12.656000,2.375000,32.210000,0.000000,1.037000,0.000000,0.000000,33.247000
13,0,0.000000,3.557000,15.443000,1.007000,7.950000,1.527000,29.484000,0.532000,0.000000,0.000000,0.000000,30.016000
14,0,0.000000,4.541000,12.121000,0.000000,7.068000,1.992000,25.722000,0.000000,1.001000,0.000000,0.000000,26.723000
15,0,0.000000,6.977000,8.152000,0.000000,9.514000,0.768000,25.411000,1.011000,0.000000,0.000000,0.000000,26.422000
