iteration,food_quantity,event_poll_ms,ants_advance_ms,mpi_pheromone_sync_ms,evaporation_ms,mpi_evaporation_sync_ms,update_ms,advance_total_ms,mpi_food_sync_ms,mpi_gather_ms,render_ms,blit_ms,iteration_total_ms
1,0,0.000000,4.775000,10.045000,0.000000,2.560000,1.333000,18.713000,0.000000,0.000000,0.000000,0.000000,19.528000
2,0,0.000000,5.072000,3.715000,0.000000,4.059000,2.008000,14.854000,0.000000,0.000000,0.000000,0.000000,14.854000
3,0,0.000000,7.264000,3.472000,0.506000,2.555000,0.000000,13.797000,0.000000,0.000000,0.000000,0.000000,13.797000
4,0,0.000000,6.961000,3.471000,0.000000,3.003000,1.000000,14.435000,0.000000,0.000000,0.000000,0.000000,14.435000
5,0,0.000000,4.547000,4.299000,0.000000,3.034000,0.524000,12.404000,0.000000,0.000000,0.000000,0.000000,12.404000
6,0,0.000000,5.278000,1.528000,1.511000,3.222000,0.561000,12.100000,1.020000,0.000000,0.000000,0.000000,13.120000
7,0,0.000000,5.578000,5.055000,0.000000,3.053000,1.139000,14.825000,0.533000,0.000000,0.000000,0.000000,15.358000
8,0,0.000000,5.129000,1.994000,1.512000,2.060000,1.018000,11.713000,0.000000,0.995000,0.000000,0.000000,12.708000
9,0,0.000000,7.452000,3.153000,0.000000,3.528000,1.026000,15.159000,0.000000,0.977000,0.000000,0.000000,16.136000
10,0,0.000000,5.807000,2.574000,0.000000,3.012000,0.518000,11.911000,0.000000,0.000000,0.000000,0.000000,11.911000
11,0,0.000000,6.482000,3.721000,1.541000,3.889000,1.012000,16.645000,0.000000,0.000000,0.000000,0.000000,16.645000
12,0,0.000000,7.138000,4.552000,0.000000,3.538000,0.530000,15.758000,0.000000,0.000000,0.000000,0.000000,15.758000
13,0,0.000000,3.542000,6.889000,0.000000,3.051000,1.014000,14.496000,0.000000,0.000000,0.000000,0.000000,14.496000
14,0,0.000000,4.598000,3.100000,0.000000,3.151000,1.544000,12.393000,0.000000,0.000000,0.000000,0.000000,12.393000
15,0,0.000000,5.550000,2.055000,1.013000,2.661000,1.022000,12.301000,0.000000,0.000000,0.000000,0.000000,12.301000
16,0,0.000000,5.075000,2.052000,1.015000,2.528000,0.000000,10.670000,1.000000,0.000000,0.000000,0.000000,11.670000
17,0,0.000000,5.186000,2.537000,0.000000,3.586000,0.000000,11.309000,0.000000,1.515000,0.000000,0.000000,12.824000
18,0,0.000000,4.554000,3.196000,0.000000,2.210000,1.543000,11.503000,0.000000,0.000000,0.000000,0.000000,11.503000
19,0,0.000000,5.092000,2.011000,0.000000,3.041000,1.545000,11.689000,0.000000,0.513000,0.000000,0.000000,12.202000
