iteration,food_quantity,event_poll_ms,ants_advance_ms,mpi_pheromone_sync_ms,evaporation_ms,mpi_evaporation_sync_ms,update_ms,advance_total_ms,mpi_food_sync_ms,mpi_gather_ms,render_ms,blit_ms,iteration_total_ms
1,0,0.000000,0.000000,1.572000,0.000000,5.431000,1.513000,8.516000,0.000000,0.000000,0.000000,0.000000,10.039000
2,0,0.000000,1.533000,2.330000,0.519000,2.228000,1.512000,8.122000,0.000000,0.000000,0.000000,0.000000,8.122000
3,0,0.000000,1.007000,2.423000,0.000000,2.746000,0.000000,6.176000,0.000000,0.000000,0.000000,0.000000,6.176000
4,0,0.000000,0.000000,0.000000,0.000000,8.076000,0.000000,8.076000,0.000000,0.000000,0.000000,0.000000,8.076000
5,0,0.000000,3.551000,0.517000,0.000000,2.214000,2.528000,8.810000,0.000000,0.000000,0.000000,0.000000,8.810000
6,0,0.000000,0.000000,2.030000,0.000000,3.541000,0.739000,6.310000,0.000000,0.000000,0.000000,0.000000,6.310000
7,0,0.000000,1.020000,1.521000,0.000000,3.042000,0.000000,5.583000,0.000000,0.000000,0.000000,0.000000,5.583000
8,0,0.000000,2.015000,2.012000,0.000000,2.025000,0.000000,6.052000,0.000000,0.000000,0.000000,0.000000,6.052000
9,0,0.000000,2.008000,2.132000,0.000000,2.019000,2.529000,8.688000,0.000000,0.000000,0.000000,0.000000,8.688000
10,0,0.000000,0.000000,2.028000,0.000000,3.017000,1.348000,6.393000,0.000000,0.000000,0.000000,0.000000,6.393000
11,0,0.000000,0.000000,2.007000,0.000000,2.626000,2.016000,6.649000,0.000000,0.000000,0.000000,0.000000,6.649000
12,0,0.000000,0.000000,2.527000,0.000000,3.050000,0.000000,5.577000,0.000000,0.000000,0.000000,0.000000,5.577000
13,0,0.000000,0.000000,2.788000,0.000000,2.509000,2.028000,7.325000,0.000000,0.000000,0.000000,0.000000,7.325000
14,0,0.000000,0.761000,2.038000,0.000000,3.516000,0.000000,6.315000,0.000000,0.000000,0.000000,0.000000,6.315000
15,0,0.000000,0.000000,2.536000,0.000000,2.018000,0.000000,4.554000,0.000000,0.000000,0.000000,0.000000,4.554000
16,0,0.000000,2.007000,2.011000,0.000000,2.528000,1.068000,7.614000,0.000000,0.000000,0.000000,0.000000,7.614000
17,0,0.000000,0.638000,3.007000,0.000000,1.008000,2.034000,6.687000,0.000000,0.000000,0.000000,0.000000,6.687000
18,0,0.000000,1.513000,1.526000,0.000000,2.268000,0.000000,5.307000,0.000000,0.000000,0.000000,0.000000,5.307000
19,0,0.000000,2.008000,2.011000,0.774000,2.160000,0.000000,6.953000,0.000000,0.000000,0.000000,0.000000,6.953000
20,0,0.000000,2.024000,2.213000,0.000000,2.008000,0.000000,6.245000,0.000000,0.000000,0.000000,0.000000,6.245000
21,0,0.000000,0.509000,2.320000,0.000000,2.508000,0.589000,5.926000,0.000000,0.000000,0.000000,0.000000,5.926000
22,0,0.000000,1.525000,3.057000,0.000000,1.519000,0.000000,6.101000,2.024000,0.000000,0.000000,0.000000,8.125000
23,0,0.000000,0.000000,2.009000,0.000000,2.026000,2.528000,6.563000,0.000000,0.000000,0.000000,0.000000,6.563000
24,0,0.000000,0.720000,1.198000,2.024000,2.013000,0.505000,6.460000,0.000000,0.000000,0.000000,0.000000,6.460000
25,0,0.000000,0.000000,4.081000,0.000000,1.953000,0.000000,6.034000,0.000000,0.000000,0.000000,0.000000,6.034000
26,0,0.000000,2.008000,2.272000,0.000000,4.030000,0.000000,8.310000,0.000000,0.000000,0.000000,0.000000,8.310000
27,0,0.000000,2.021000,2.375000,0.000000,2.007000,2.530000,8.933000,0.000000,0.000000,0.000000,0.000000,8.933000
28,0,0.000000,0.000000,2.679000,0.000000,4.474000,0.000000,7.153000,0.000000,1.540000,0.000000,0.000000,8.693000
29,0,0.000000,0.000000,3.074000,0.000000,0.537000,0.000000,3.611000,0.000000,0.000000,0.000000,0.000000,3.611000
30,0,0.000000,0.000000,5.834000,0.000000,2.152000,1.039000,9.025000,0.000000,0.000000,0.000000,0.000000,9.025000
31,0,0.000000,0.000000,4.088000,0.000000,2.461000,1.224000,7.773000,0.000000,0.000000,0.000000,0.000000,7.773000
32,0,0.000000,1.280000,2.213000,0.000000,1.523000,0.000000,5.016000,0.000000,0.000000,0.000000,0.000000,5.016000
33,0,0.000000,0.000000,0.000000,0.000000,7.874000,0.608000,8.482000,0.000000,0.000000,0.000000,0.000000,8.482000
34,0,0.000000,1.639000,2.069000,0.000000,3.004000,1.001000,7.713000,0.000000,0.000000,0.000000,0.000000,7.713000
35,0,0.000000,0.608000,2.151000,0.000000,2.520000,1.521000,6.800000,0.000000,0.000000,0.000000,0.000000,6.800000
36,0,0.000000,1.010000,3.079000,0.000000,4.018000,1.005000,9.112000,0.000000,0.000000,0.000000,0.000000,9.112000
37,0,0.000000,0.745000,2.018000,0.997000,2.866000,1.073000,7.699000,0.000000,0.000000,0.000000,0.000000,7.699000
38,0,0.000000,0.991000,2.520000,0.000000,2.519000,1.026000,7.056000,0.000000,0.000000,0.000000,0.000000,7.056000
39,0,0.000000,0.508000,4.008000,0.000000,4.004000,0.515000,9.035000,1.347000,0.000000,0.000000,0.000000,10.382000
40,0,0.000000,1.078000,3.257000,1.003000,3.189000,2.022000,10.549000,0.000000,0.000000,0.000000,0.000000,10.549000
41,0,0.000000,2.059000,4.691000,0.000000,3.552000,1.008000,11.310000,0.000000,0.000000,0.000000,0.000000,11.310000
42,0,0.000000,0.987000,3.000000,0.000000,2.527000,0.524000,7.038000,1.010000,0.000000,0.000000,0.000000,8.048000
43,0,0.000000,1.710000,4.533000,0.000000,4.045000,1.007000,11.295000,0.000000,0.000000,0.000000,0.000000,11.295000
44,0,0.000000,0.994000,3.001000,0.000000,4.002000,1.008000,9.005000,0.000000,0.000000,0.000000,0.000000,9.005000
45,0,0.000000,0.989000,3.061000,0.000000,3.006000,0.520000,7.576000,0.000000,0.000000,0.000000,0.000000,7.576000
46,0,0.000000,1.002000,3.012000,0.515000,3.622000,0.000000,8.151000,0.000000,0.000000,0.000000,0.000000,8.151000
47,0,0.000000,1.511000,2.538000,1.001000,2.000000,1.007000,8.057000,0.000000,0.000000,0.000000,0.000000,8.057000
48,0,0.000000,0.990000,3.149000,0.538000,2.793000,1.010000,8.480000,0.000000,0.000000,0.000000,0.000000,8.480000
49,0,0.000000,0.000000,3.532000,0.000000,2.528000,1.543000,7.603000,0.000000,0.000000,0.000000,0.000000,7.603000
50,0,0.000000,1.005000,2.622000,0.000000,4.533000,1.291000,9.451000,0.000000,0.000000,0.000000,0.000000,9.451000
51,0,0.000000,1.519000,2.080000,0.000000,3.001000,1.527000,8.127000,0.000000,0.000000,0.000000,0.000000,8.127000
52,0,0.000000,1.444000,2.484000,0.527000,2.519000,1.018000,7.992000,0.000000,0.000000,0.000000,0.000000,7.992000
53,0,0.000000,0.000000,4.551000,0.000000,3.703000,1.098000,9.352000,0.547000,0.000000,0.000000,0.000000,9.899000
54,0,0.000000,1.071000,3.699000,0.509000,2.544000,0.000000,7.823000,1.514000,0.000000,0.000000,0.000000,9.337000
55,0,0.000000,1.012000,3.637000,0.000000,3.533000,0.000000,8.182000,1.000000,0.000000,0.000000,0.000000,9.182000
56,0,0.000000,0.994000,3.384000,0.589000,2.593000,0.998000,8.558000,0.000000,0.000000,0.000000,0.000000,8.558000
57,0,0.000000,1.607000,2.553000,0.000000,3.753000,1.024000,8.937000,0.000000,0.000000,0.000000,0.000000,8.937000
58,0,0.000000,0.000000,3.129000,0.000000,3.666000,0.693000,7.488000,0.000000,0.000000,0.000000,0.000000,7.488000
59,0,0.000000,1.014000,2.006000,0.000000,2.996000,0.000000,6.016000,1.333000,0.000000,0.000000,0.000000,7.349000
60,0,0.000000,1.015000,2.000000,0.000000,2.002000,1.323000,6.340000,0.000000,0.000000,0.000000,0.000000,6.340000
61,0,0.000000,0.624000,3.057000,0.000000,2.008000,1.008000,6.697000,0.000000,0.000000,0.000000,0.000000,6.697000
62,0,0.000000,0.990000,2.672000,0.000000,1.621000,0.000000,5.283000,0.000000,0.000000,0.000000,0.000000,5.283000
63,0,0.000000,0.530000,0.528000,0.000000,0.000000,4.878000,5.936000,0.000000,0.000000,0.000000,0.000000,5.936000
64,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.109000,7.109000,0.000000,0.000000,0.000000,0.000000,7.109000
65,0,0.000000,0.523000,3.044000,0.000000,0.000000,0.000000,3.567000,0.000000,0.000000,0.000000,0.000000,3.567000
66,0,0.000000,0.000000,0.000000,0.000000,9.972000,2.525000,12.497000,0.000000,0.000000,0.000000,0.000000,12.497000
67,0,0.000000,0.000000,2.543000,0.000000,4.111000,0.000000,6.654000,0.000000,0.000000,0.000000,0.000000,6.654000
68,0,0.000000,0.000000,2.039000,0.000000,0.000000,0.000000,2.039000,0.000000,0.000000,0.000000,0.000000,2.039000
69,0,0.000000,0.000000,8.625000,0.000000,3.033000,1.185000,12.843000,0.000000,0.000000,0.000000,0.000000,12.843000
70,0,0.000000,0.000000,4.788000,0.000000,0.000000,0.000000,4.788000,0.000000,0.000000,0.000000,0.000000,4.788000
71,0,0.000000,4.350000,2.634000,0.000000,3.053000,1.542000,11.579000,0.000000,0.000000,0.000000,0.000000,11.579000
