metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,621,0.000000,0.000000,0.000000,0.000000
ants_advance,621,9715.533000,15.644981,4.346000,52.576000
mpi_pheromone_sync,621,51.408000,0.082783,0.000000,4.213000
evaporation,621,261.784000,0.421552,0.000000,5.631000
mpi_evaporation_sync,621,26.042000,0.041936,0.000000,2.023000
update,621,229.001000,0.368762,0.000000,5.653000
advance_total,621,10283.768000,16.560013,5.374000,55.633000
mpi_food_sync,621,1.025000,0.001651,0.000000,1.025000
mpi_gather,621,193.183000,0.311084,0.000000,5.127000
render,621,0.000000,0.000000,0.000000,0.000000
blit,621,0.000000,0.000000,0.000000,0.000000
iteration_total,621,10478.979000,16.874362,5.374000,56.173000

meta_key,meta_value
total_iterations,621
measured_iterations,621
final_food_quantity,1
first_food_iteration,611
