metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,532,0.000000,0.000000,0.000000,0.000000
ants_advance,532,25835.778000,48.563492,29.568000,130.599000
mpi_pheromone_sync,532,30.368000,0.057083,0.000000,5.627000
evaporation,532,194.813000,0.366190,0.000000,5.723000
mpi_evaporation_sync,532,20.632000,0.038782,0.000000,4.273000
update,532,147.239000,0.276765,0.000000,4.665000
advance_total,532,26228.830000,49.302312,29.568000,131.643000
mpi_food_sync,532,0.509000,0.000957,0.000000,0.509000
mpi_gather,532,562.325000,1.057002,0.000000,7.155000
render,532,0.000000,0.000000,0.000000,0.000000
blit,532,0.000000,0.000000,0.000000,0.000000
iteration_total,532,26793.683000,50.364066,30.289000,133.240000

meta_key,meta_value
total_iterations,532
measured_iterations,532
final_food_quantity,2
first_food_iteration,522
