metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,556,0.000000,0.000000,0.000000,0.000000
ants_advance,556,14288.680000,25.699065,10.768000,67.969000
mpi_pheromone_sync,556,7504.568000,13.497424,5.153000,76.579000
evaporation,556,75.539000,0.135862,0.000000,2.102000
mpi_evaporation_sync,556,6256.854000,11.253335,1.669000,69.754000
update,556,1637.960000,2.945971,0.000000,9.847000
advance_total,556,29763.601000,53.531656,31.913000,167.561000
mpi_food_sync,556,389.759000,0.701005,0.000000,7.038000
mpi_gather,556,1221.887000,2.197638,0.000000,16.096000
render,556,0.000000,0.000000,0.000000,0.000000
blit,556,0.000000,0.000000,0.000000,0.000000
iteration_total,556,31377.811000,56.434912,34.948000,170.553000

meta_key,meta_value
total_iterations,556
measured_iterations,556
final_food_quantity,10
first_food_iteration,546
