metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,625,0.000000,0.000000,0.000000,0.000000
ants_advance,625,5099.055000,8.158488,3.003000,40.338000
mpi_pheromone_sync,625,8275.420000,13.240672,4.675000,72.887000
evaporation,625,106.808000,0.170893,0.000000,1.656000
mpi_evaporation_sync,625,7379.474000,11.807158,3.348000,59.425000
update,625,1428.208000,2.285133,0.000000,8.423000
advance_total,625,22288.965000,35.662344,17.679000,173.953000
mpi_food_sync,625,323.695000,0.517912,0.000000,7.785000
mpi_gather,625,446.966000,0.715146,0.000000,8.822000
render,625,0.000000,0.000000,0.000000,0.000000
blit,625,0.000000,0.000000,0.000000,0.000000
iteration_total,625,23065.949000,36.905518,18.117000,181.169000

meta_key,meta_value
total_iterations,625
measured_iterations,625
final_food_quantity,1
first_food_iteration,615
