iteration,food_quantity,event_poll_ms,ants_advance_ms,mpi_pheromone_sync_ms,evaporation_ms,mpi_evaporation_sync_ms,update_ms,advance_total_ms,mpi_food_sync_ms,mpi_gather_ms,render_ms,blit_ms,iteration_total_ms
1,0,0.000000,4.550000,7.668000,0.000000,5.552000,2.524000,20.294000,0.000000,1.570000,0.000000,0.000000,21.864000
2,0,0.000000,6.533000,4.569000,0.000000,6.673000,2.926000,20.701000,0.000000,0.000000,0.000000,0.000000,20.701000
3,0,0.000000,5.054000,5.677000,0.000000,6.657000,3.066000,20.454000,1.005000,0.000000,0.000000,0.000000,21.459000
4,0,0.000000,4.162000,8.824000,0.000000,6.108000,1.011000,20.105000,0.999000,0.000000,0.000000,0.000000,21.104000
5,0,0.000000,4.586000,8.875000,0.741000,5.791000,2.196000,22.189000,1.602000,0.000000,0.000000,0.000000,23.791000
6,0,0.000000,6.196000,5.572000,1.022000,5.654000,2.594000,21.038000,0.000000,0.000000,0.000000,0.000000,21.038000
7,0,0.000000,5.776000,5.501000,1.514000,6.708000,2.003000,21.502000,0.000000,0.000000,0.000000,0.000000,21.502000
8,0,0.000000,6.535000,5.030000,1.009000,4.531000,3.016000,20.121000,0.000000,0.996000,0.000000,0.000000,21.117000
9,0,0.000000,6.403000,5.300000,1.014000,6.318000,2.020000,21.055000,1.000000,0.508000,0.000000,0.000000,22.563000
10,0,0.000000,3.571000,8.129000,0.000000,5.532000,2.561000,19.793000,0.000000,0.000000,0.000000,0.000000,19.793000
11,0,0.000000,5.697000,6.939000,0.000000,5.792000,1.670000,20.098000,1.517000,0.000000,0.000000,0.000000,21.615000
12,0,0.000000,4.050000,6.072000,0.000000,7.244000,2.649000,20.015000,1.521000,1.480000,0.000000,0.000000,23.016000
13,0,0.000000,3.634000,9.084000,0.000000,6.072000,2.642000,21.432000,0.000000,0.000000,0.000000,0.000000,21.432000
14,0,0.000000,6.576000,5.538000,0.000000,6.735000,2.708000,21.557000,0.000000,0.784000,0.000000,0.000000,22.341000
15,0,0.000000,6.725000,5.096000,0.000000,6.793000,1.554000,20.168000,0.999000,0.516000,0.000000,0.000000,21.683000
16,0,0.000000,5.190000,5.244000,2.567000,7.486000,1.999000,22.486000,0.000000,0.858000,0.000000,0.000000,23.344000
17,0,0.000000,6.801000,4.648000,0.000000,8.088000,2.521000,22.058000,0.000000,0.000000,0.000000,0.000000,22.058000
18,0,0.000000,6.207000,6.558000,0.000000,7.264000,3.100000,23.129000,0.497000,0.517000,0.000000,0.000000,24.143000
19,0,0.000000,7.466000,6.898000,0.000000,6.066000,3.293000,23.723000,0.000000,0.655000,0.000000,0.000000,24.378000
20,0,0.000000,7.813000,8.707000,0.000000,6.587000,2.730000,25.837000,0.000000,0.000000,0.000000,0.000000,25.837000
21,0,0.000000,5.136000,8.221000,0.000000,6.881000,1.942000,22.180000,3.536000,0.000000,0.000000,0.000000,25.716000
