iteration,food_quantity,event_poll_ms,ants_advance_ms,mpi_pheromone_sync_ms,evaporation_ms,mpi_evaporation_sync_ms,update_ms,advance_total_ms,mpi_food_sync_ms,mpi_gather_ms,render_ms,blit_ms,iteration_total_ms
1,0,0.000000,11.789000,17.885000,0.000000,3.048000,5.008000,37.730000,0.000000,1.539000,0.000000,0.000000,39.269000
2,0,0.000000,14.448000,7.820000,0.000000,7.901000,1.523000,31.692000,0.000000,1.534000,0.000000,0.000000,33.226000
3,0,0.000000,14.986000,11.729000,0.000000,6.600000,0.000000,33.315000,0.000000,3.486000,0.000000,0.000000,36.801000
4,0,0.000000,14.843000,12.454000,0.000000,7.647000,0.583000,35.527000,0.000000,2.017000,0.000000,0.000000,37.544000
5,0,0.000000,18.972000,8.328000,0.000000,8.397000,1.596000,37.293000,0.000000,1.994000,0.000000,0.000000,39.287000
6,0,0.000000,15.944000,13.625000,0.000000,7.603000,0.679000,37.851000,0.000000,2.020000,0.000000,0.000000,39.871000
7,0,0.000000,16.862000,11.247000,0.563000,7.134000,1.615000,37.421000,0.000000,2.484000,0.000000,0.000000,39.905000
8,0,0.000000,22.550000,5.598000,0.000000,6.871000,2.593000,37.612000,1.031000,0.000000,0.000000,0.000000,38.643000
9,0,0.000000,22.552000,6.570000,0.000000,6.450000,2.033000,37.605000,0.000000,2.038000,0.000000,0.000000,39.643000
10,0,0.000000,22.461000,9.303000,0.000000,5.347000,2.908000,40.019000,0.000000,2.008000,0.000000,0.000000,42.027000
11,0,0.000000,16.115000,12.826000,0.000000,8.350000,0.000000,37.291000,0.000000,0.000000,0.000000,0.000000,37.291000
12,0,0.000000,18.029000,9.361000,0.000000,7.092000,2.024000,36.506000,0.000000,1.710000,0.000000,0.000000,38.216000
13,0,0.000000,18.230000,8.185000,0.000000,10.254000,2.096000,38.765000,0.000000,0.529000,0.000000,0.000000,39.294000
14,0,0.000000,16.258000,9.832000,0.000000,7.259000,2.051000,35.400000,0.000000,1.548000,0.000000,0.000000,36.948000
15,0,0.000000,17.993000,8.235000,0.000000,8.683000,1.009000,35.920000,0.523000,0.000000,0.000000,0.000000,36.443000
16,0,0.000000,14.021000,11.199000,0.000000,6.072000,2.027000,33.319000,0.000000,0.720000,0.000000,0.000000,34.039000
17,0,0.000000,16.156000,13.272000,0.000000,6.243000,2.031000,37.702000,0.000000,1.008000,0.000000,0.000000,38.710000
