iteration,food_quantity,event_poll_ms,ants_advance_ms,mpi_pheromone_sync_ms,evaporation_ms,mpi_evaporation_sync_ms,update_ms,advance_total_ms,mpi_food_sync_ms,mpi_gather_ms,render_ms,blit_ms,iteration_total_ms
1,0,0.000000,10.768000,14.255000,0.000000,5.882000,1.008000,31.913000,2.016000,0.000000,0.000000,0.000000,34.948000
2,0,0.000000,14.876000,11.993000,0.000000,7.626000,1.521000,36.016000,0.000000,1.007000,0.000000,0.000000,37.023000
3,0,0.000000,17.867000,9.083000,0.722000,5.537000,2.066000,35.275000,0.000000,0.000000,0.000000,0.000000,35.275000
4,0,0.000000,13.708000,11.383000,0.000000,6.409000,2.132000,33.632000,1.015000,1.519000,0.000000,0.000000,36.166000
5,0,0.000000,17.971000,11.828000,0.000000,7.060000,3.030000,39.889000,0.000000,1.997000,0.000000,0.000000,41.886000
6,0,0.000000,17.669000,10.349000,0.000000,9.389000,2.528000,39.935000,0.000000,2.518000,0.000000,0.000000,42.453000
7,0,0.000000,21.853000,5.559000,0.000000,8.306000,1.536000,37.254000,0.000000,2.013000,0.000000,0.000000,39.267000
8,0,0.000000,19.919000,7.057000,0.000000,8.484000,1.518000,36.978000,1.016000,1.998000,0.000000,0.000000,39.992000
9,0,0.000000,23.043000,6.188000,0.000000,6.198000,3.087000,38.516000,0.000000,1.012000,0.000000,0.000000,40.542000
10,0,0.000000,19.143000,7.578000,0.000000,9.478000,2.096000,38.295000,0.000000,1.015000,0.000000,0.000000,39.310000
11,0,0.000000,22.901000,7.545000,0.000000,7.401000,2.149000,39.996000,0.995000,1.591000,0.000000,0.000000,42.582000
12,0,0.000000,14.996000,11.135000,0.000000,9.459000,2.019000,37.609000,1.510000,1.010000,0.000000,0.000000,40.129000
13,0,0.000000,20.152000,9.866000,0.000000,7.165000,3.560000,40.743000,0.552000,1.126000,0.000000,0.000000,42.421000
14,0,0.000000,21.403000,7.532000,0.832000,9.280000,1.469000,40.516000,1.015000,1.037000,0.000000,0.000000,42.568000
15,0,0.000000,22.893000,6.399000,0.000000,6.970000,3.718000,39.980000,0.000000,1.518000,0.000000,0.000000,41.498000
16,0,0.000000,19.475000,5.521000,0.000000,7.322000,2.543000,34.861000,1.076000,1.013000,0.000000,0.000000,36.950000
17,0,0.000000,15.884000,10.275000,0.000000,6.045000,2.233000,34.437000,0.986000,0.994000,0.000000,0.000000,36.417000
18,0,0.000000,20.826000,6.814000,0.000000,5.622000,2.601000,35.863000,0.995000,0.986000,0.000000,0.000000,37.844000
19,0,0.000000,11.813000,15.839000,0.000000,7.816000,1.557000,37.025000,1.008000,0.993000,0.000000,0.000000,39.026000
20,0,0.000000,15.711000,10.263000,0.000000,5.551000,3.035000,34.560000,0.000000,0.506000,0.000000,0.000000,35.066000
21,0,0.000000,20.578000,7.918000,0.000000,6.056000,3.413000,37.965000,0.000000,1.515000,0.000000,0.000000,39.480000
22,0,0.000000,24.640000,6.133000,0.000000,7.562000,1.609000,39.944000,0.630000,1.505000,0.000000,0.000000,42.079000
23,0,0.000000,20.496000,10.203000,0.000000,6.569000,2.364000,39.632000,0.000000,1.996000,0.000000,0.000000,41.628000
24,0,0.000000,23.239000,5.300000,0.000000,6.128000,2.048000,36.715000,0.514000,2.009000,0.000000,0.000000,39.238000
25,0,0.000000,20.414000,6.829000,0.515000,7.247000,1.550000,36.555000,0.000000,1.014000,0.000000,0.000000,37.569000
26,0,0.000000,22.854000,6.099000,0.000000,7.182000,2.711000,38.846000,0.000000,2.011000,0.000000,0.000000,40.857000
27,0,0.000000,21.307000,8.067000,0.000000,8.307000,2.579000,40.260000,0.000000,1.982000,0.000000,0.000000,42.242000
28,0,0.000000,23.824000,5.962000,0.000000,6.604000,3.015000,39.405000,0.000000,0.997000,0.000000,0.000000,40.402000
29,0,0.000000,25.234000,7.441000,0.000000,7.091000,3.049000,42.815000,0.000000,2.192000,0.000000,0.000000,45.007000
30,0,0.000000,31.015000,17.557000,0.000000,32.077000,2.772000,83.421000,0.000000,1.898000,0.000000,0.000000,85.319000
31,0,0.000000,25.839000,9.169000,0.000000,6.569000,3.607000,45.184000,0.000000,0.989000,0.000000,0.000000,46.173000
32,0,0.000000,27.849000,11.242000,0.000000,10.362000,2.869000,52.322000,1.511000,1.059000,0.000000,0.000000,54.892000
33,0,0.000000,22.256000,11.768000,0.000000,10.242000,1.025000,45.291000,2.084000,1.535000,0.000000,0.000000,48.910000
34,0,0.000000,14.809000,19.148000,1.023000,8.511000,2.019000,45.510000,0.000000,2.047000,0.000000,0.000000,47.557000
35,0,0.000000,25.970000,5.747000,0.000000,7.424000,3.084000,42.225000,0.000000,1.939000,0.000000,0.000000,44.164000
36,0,0.000000,21.010000,10.416000,0.511000,6.165000,2.636000,40.738000,0.000000,0.647000,0.000000,0.000000,41.385000
37,0,0.000000,25.383000,7.338000,0.000000,8.084000,2.000000,42.805000,0.000000,1.501000,0.000000,0.000000,44.306000
38,0,0.000000,21.584000,10.410000,0.000000,7.099000,2.674000,41.767000,1.023000,1.496000,0.000000,0.000000,44.286000
39,0,0.000000,22.218000,8.230000,0.000000,7.288000,1.726000,39.462000,1.207000,1.384000,0.000000,0.000000,42.053000
40,0,0.000000,22.902000,9.641000,0.000000,8.423000,1.529000,42.495000,0.509000,1.535000,0.000000,0.000000,44.539000
41,0,0.000000,21.521000,10.102000,1.004000,9.197000,2.848000,44.672000,0.000000,2.012000,0.000000,0.000000,46.684000
42,0,0.000000,22.204000,7.894000,0.000000,6.867000,2.621000,39.586000,0.000000,1.316000,0.000000,0.000000,40.902000
43,0,0.000000,23.666000,7.122000,0.000000,11.307000,2.524000,44.619000,0.000000,1.015000,0.000000,0.000000,45.634000
44,0,0.000000,25.044000,6.568000,0.000000,13.053000,2.595000,47.260000,0.000000,2.095000,0.000000,0.000000,49.355000
45,0,0.000000,40.032000,15.399000,1.009000,11.942000,3.628000,72.010000,0.549000,1.535000,0.000000,0.000000,74.094000
46,0,0.000000,26.078000,29.784000,0.000000,21.449000,1.527000,78.838000,0.000000,2.978000,0.000000,0.000000,81.816000
47,0,0.000000,28.851000,13.745000,1.016000,10.527000,2.093000,56.232000,1.021000,1.509000,0.000000,0.000000,58.762000
48,0,0.000000,19.926000,19.976000,1.014000,9.368000,2.533000,52.817000,0.993000,1.519000,0.000000,0.000000,55.329000
49,0,0.000000,24.540000,16.400000,0.000000,13.171000,3.218000,57.329000,3.050000,1.344000,0.000000,0.000000,61.723000
50,0,0.000000,24.519000,20.740000,0.000000,8.689000,3.545000,57.493000,0.000000,2.568000,0.000000,0.000000,60.061000
51,0,0.000000,23.469000,8.575000,0.000000,6.998000,4.125000,43.167000,0.000000,1.522000,0.000000,0.000000,44.689000
52,0,0.000000,17.326000,11.362000,0.000000,10.100000,1.725000,40.513000,1.006000,0.505000,0.000000,0.000000,42.024000
53,0,0.000000,18.354000,10.007000,0.000000,7.546000,3.295000,39.202000,2.432000,0.000000,0.000000,0.000000,41.634000
54,0,0.000000,19.619000,6.571000,0.000000,7.658000,1.511000,35.359000,0.000000,0.526000,0.000000,0.000000,35.885000
55,0,0.000000,16.858000,13.309000,0.000000,8.515000,3.066000,41.748000,0.000000,1.741000,0.000000,0.000000,43.489000
56,0,0.000000,19.250000,8.333000,0.000000,6.374000,2.240000,36.197000,0.000000,1.063000,0.000000,0.000000,37.260000
57,0,0.000000,21.109000,8.441000,0.000000,7.048000,2.290000,38.888000,1.511000,1.010000,0.000000,0.000000,41.409000
58,0,0.000000,13.237000,15.374000,1.009000,6.023000,2.513000,38.156000,0.000000,0.000000,0.000000,0.000000,38.156000
59,0,0.000000,17.933000,10.368000,0.000000,6.191000,2.530000,37.022000,0.993000,1.010000,0.000000,0.000000,39.025000
60,0,0.000000,18.109000,11.196000,0.000000,8.100000,1.527000,38.932000,1.515000,2.005000,0.000000,0.000000,42.452000
61,0,0.000000,16.521000,14.610000,1.008000,7.539000,3.069000,42.747000,0.561000,0.516000,0.000000,0.000000,43.824000
62,0,0.000000,17.067000,8.696000,0.000000,7.546000,2.039000,35.348000,0.998000,1.503000,0.000000,0.000000,37.849000
63,0,0.000000,17.593000,12.723000,0.000000,8.041000,1.923000,40.280000,3.194000,2.556000,0.000000,0.000000,46.030000
64,0,0.000000,44.228000,22.601000,0.000000,17.134000,2.736000,86.699000,0.000000,2.059000,0.000000,0.000000,88.758000
65,0,0.000000,30.739000,13.488000,0.328000,13.424000,1.638000,59.617000,2.801000,1.626000,0.000000,0.000000,64.044000
66,0,0.000000,36.491000,11.202000,0.000000,10.603000,1.642000,59.938000,3.446000,2.135000,0.000000,0.000000,65.519000
67,0,0.000000,31.481000,13.213000,1.135000,8.577000,3.561000,57.967000,0.629000,2.236000,0.000000,0.000000,60.832000
68,0,0.000000,31.091000,11.909000,0.000000,12.828000,2.632000,58.460000,0.000000,1.457000,0.000000,0.000000,59.917000
69,0,0.000000,29.768000,16.387000,0.000000,19.866000,1.008000,67.029000,0.000000,12.862000,0.000000,0.000000,79.891000
